paper_id,author,year,genus,species,genus_species,annual_perennial,growth_form,habitat_type,sample_country,sample_continent,sites_sampled,strain_source,num_nodules,num_plants,genbank,genetic_region,strain_richness,compares_homeaway,proportion_novel_strains,proportion_familiar_strains,compares_natinv,proportion_overlapping_strains,num_spp_compared,notes
110,Guerrouj et al,2013,Astragalus,glombiformis,Astragalus_glombiformis,,,,Morocco,AF,1,field nodules,3,999,1,recA,1,0,999,999,0,999,999,
110,Guerrouj et al,2013,Astragalus,glombiformis,Astragalus_glombiformis,,,,Morocco,AF,1,field nodules,3,999,1,nodC,1,0,999,999,0,999,999,
111,Guerrouj et al,2013,Medicago,arborea,Medicago_arborea,perennial,woody,,Morocco,AF,4,soil trapping,61,16,0,ERIC_PCR,37,0,999,999,0,999,999,
111,Guerrouj et al,2013,Medicago,arborea,Medicago_arborea,perennial,woody,,Morocco,AF,4,soil trapping,61,16,0,REP-PCR,37,0,999,999,0,999,999,
111,Guerrouj et al,2013,Medicago,arborea,Medicago_arborea,perennial,woody,,Morocco,AF,4,soil trapping,10,999,1,16S,2,0,999,999,0,999,999,
111,Guerrouj et al,2013,Medicago,arborea,Medicago_arborea,perennial,woody,,Morocco,AF,4,soil trapping,7,999,1,nodC,1,0,999,999,0,999,999,
112,Gueye et al,2009,Zornia,glochidiata,Zornia_glochidiata,annual,herb,,Senegal,AF,1,soil trapping,78,44,1,ITS,6,0,999,999,0,999,999,
112,Gueye et al,2009,Zornia,glochidiata,Zornia_glochidiata,annual,herb,,Senegal,AF,1,soil trapping,12,44,1,recA,5,0,999,999,0,999,999,
112,Gueye et al,2009,Zornia,glochidiata,Zornia_glochidiata,annual,herb,,Senegal,AF,1,soil trapping,78,44,0,AFLP,78,0,999,999,0,999,999,
113,Han et al,2008,Astragalus,betetovii,Astragalus_betetovii,,,,China,AS,3,field nodules,2,999,0,16S,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,betetovii,Astragalus_betetovii,,,,China,AS,3,field nodules,2,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,betetovii,Astragalus_betetovii,,,,China,AS,3,field nodules,2,999,0,RFLP-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,betetovii,Astragalus_betetovii,,,,China,AS,3,field nodules,2,999,0,atpd-glnII-recA-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,filicaulis,Astragalus_filicaulis,annual,herb,,China,AS,3,field nodules,1,999,1,16S,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,filicaulis,Astragalus_filicaulis,annual,herb,,China,AS,3,field nodules,3,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,filicaulis,Astragalus_filicaulis,annual,herb,,China,AS,3,field nodules,3,999,0,RFLP-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,filicaulis,Astragalus_filicaulis,annual,herb,,China,AS,3,field nodules,3,999,0,atpd-glnII-recA-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,filicaulis,Astragalus_filicaulis,annual,herb,,China,AS,3,field nodules,3,999,1,nodC,1,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,3,field nodules,1,999,1,16S,1,0,999,999,1,,,
113,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,3,field nodules,8,999,0,ARDRA,2,0,999,999,1,,,
113,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,3,field nodules,8,999,0,RFLP-IGS,4,0,999,999,1,,,
113,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,3,field nodules,8,999,0,atpd-glnII-recA-IGS,4,0,999,999,1,,,
113,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,3,field nodules,6,999,1,nodC,3,0,999,999,1,,,
113,Han et al,2008,Vicia,faba,Vicia_faba,annual,herb,,China,AS,3,field nodules,1,999,1,16S,1,0,999,999,1,,,
113,Han et al,2008,Vicia,faba,Vicia_faba,annual,herb,,China,AS,3,field nodules,3,999,0,ARDRA,1,0,999,999,1,,,
113,Han et al,2008,Vicia,faba,Vicia_faba,annual,herb,,China,AS,3,field nodules,3,999,0,RFLP-IGS,1,0,999,999,1,,,
113,Han et al,2008,Vicia,faba,Vicia_faba,annual,herb,,China,AS,3,field nodules,3,999,0,atpd-glnII-recA-IGS,1,0,999,999,1,,,
113,Han et al,2008,Vicia,faba,Vicia_faba,annual,herb,,China,AS,3,field nodules,1,999,1,nodC,2,0,999,999,1,,,
113,Han et al,2008,Alhagi,sparsifolia,Alhagi_sparsifolia,perennial,woody,,China,AS,3,field nodules,1,999,0,16S,1,0,999,999,1,999,999,
113,Han et al,2008,Alhagi,sparsifolia,Alhagi_sparsifolia,perennial,woody,,China,AS,3,field nodules,1,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Alhagi,sparsifolia,Alhagi_sparsifolia,perennial,woody,,China,AS,3,field nodules,1,999,0,RFLP-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Alhagi,sparsifolia,Alhagi_sparsifolia,perennial,woody,,China,AS,3,field nodules,1,999,0,atpd-glnII-recA-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,3,field nodules,3,999,0,16S,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,3,field nodules,3,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,3,field nodules,3,999,0,RFLP-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,3,field nodules,3,999,0,atpd-glnII-recA-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,laceratus,Astragalus_laceratus,perennial,herb,,China,AS,3,field nodules,1,999,1,16S,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,laceratus,Astragalus_laceratus,perennial,herb,,China,AS,3,field nodules,1,999,1,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,laceratus,Astragalus_laceratus,perennial,herb,,China,AS,3,field nodules,1,999,1,RFLP-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Astragalus,laceratus,Astragalus_laceratus,perennial,herb,,China,AS,3,field nodules,1,999,1,atpd-glnII-recA-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,3,field nodules,1,999,1,16S,1,0,999,999,1,999,999,
113,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,3,field nodules,3,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,3,field nodules,3,999,0,RFLP-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,3,field nodules,3,999,0,atpd-glnII-recA-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,3,field nodules,1,999,1,nodC,1,0,999,999,1,999,999,
113,Han et al,2008,Glycyrrhiza,uralensis,Glycyrrhiza_uralensis,perennial,herb,,China,AS,3,field nodules,1,999,1,16S,1,0,999,999,1,999,999,
113,Han et al,2008,Glycyrrhiza,uralensis,Glycyrrhiza_uralensis,perennial,herb,,China,AS,3,field nodules,1,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Glycyrrhiza,uralensis,Glycyrrhiza_uralensis,perennial,herb,,China,AS,3,field nodules,1,999,0,RFLP-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Glycyrrhiza,uralensis,Glycyrrhiza_uralensis,perennial,herb,,China,AS,3,field nodules,1,999,0,atpd-glnII-recA-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Glycyrrhiza,uralensis,Glycyrrhiza_uralensis,perennial,herb,,China,AS,3,field nodules,1,999,1,nodC,1,0,999,999,1,999,999,
113,Han et al,2008,Halimodendron,halodendron,Halimodendron_halodendron,perennial,woody,,China,AS,3,field nodules,1,999,1,16S,1,0,999,999,1,999,999,
113,Han et al,2008,Halimodendron,halodendron,Halimodendron_halodendron,perennial,woody,,China,AS,3,field nodules,1,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Halimodendron,halodendron,Halimodendron_halodendron,perennial,woody,,China,AS,3,field nodules,1,999,0,RFLP-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Halimodendron,halodendron,Halimodendron_halodendron,perennial,woody,,China,AS,3,field nodules,1,999,0,atpd-glnII-recA-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Halimodendron,halodendron,Halimodendron_halodendron,perennial,woody,,China,AS,3,field nodules,1,999,1,nodC,1,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,humilis,Lathyrus_humilis,perennial,herb,,China,AS,3,field nodules,3,999,0,16S,2,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,humilis,Lathyrus_humilis,perennial,herb,,China,AS,3,field nodules,3,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,humilis,Lathyrus_humilis,perennial,herb,,China,AS,3,field nodules,3,999,0,RFLP-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,humilis,Lathyrus_humilis,perennial,herb,,China,AS,3,field nodules,3,999,0,atpd-glnII-recA-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,humilis,Lathyrus_humilis,perennial,herb,,China,AS,3,field nodules,3,999,1,nodC,1,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,pratensis,Lathyrus_pratensis,perennial,herb,,China,AS,3,field nodules,2,999,0,16S,2,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,pratensis,Lathyrus_pratensis,perennial,herb,,China,AS,3,field nodules,2,999,0,ARDRA,2,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,pratensis,Lathyrus_pratensis,perennial,herb,,China,AS,3,field nodules,2,999,0,RFLP-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,pratensis,Lathyrus_pratensis,perennial,herb,,China,AS,3,field nodules,2,999,0,atpd-glnII-recA-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,pratensis,Lathyrus_pratensis,perennial,herb,,China,AS,3,field nodules,2,999,1,nodC,2,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,tuberosus,Lathyrus_tuberosus,perennial,herb,,China,AS,3,field nodules,6,999,0,16S,2,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,tuberosus,Lathyrus_tuberosus,perennial,herb,,China,AS,3,field nodules,6,999,0,ARDRA,2,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,tuberosus,Lathyrus_tuberosus,perennial,herb,,China,AS,3,field nodules,6,999,0,RFLP-IGS,4,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,tuberosus,Lathyrus_tuberosus,perennial,herb,,China,AS,3,field nodules,6,999,0,atpd-glnII-recA-IGS,4,0,999,999,1,999,999,
113,Han et al,2008,Lathyrus,tuberosus,Lathyrus_tuberosus,perennial,herb,,China,AS,3,field nodules,4,999,1,nodC,1,0,999,999,1,999,999,
113,Han et al,2008,Lotus,frondosus,Lotus_frondosus,perennial,herb,,China,AS,3,field nodules,3,999,1,16S,3,0,999,999,1,999,999,
113,Han et al,2008,Lotus,frondosus,Lotus_frondosus,perennial,herb,,China,AS,3,field nodules,14,999,0,ARDRA,3,0,999,999,1,999,999,
113,Han et al,2008,Lotus,frondosus,Lotus_frondosus,perennial,herb,,China,AS,3,field nodules,14,999,0,RFLP-IGS,4,0,999,999,1,999,999,
113,Han et al,2008,Lotus,frondosus,Lotus_frondosus,perennial,herb,,China,AS,3,field nodules,14,999,0,atpd-glnII-recA-IGS,4,0,999,999,1,999,999,
113,Han et al,2008,Lotus,frondosus,Lotus_frondosus,perennial,herb,,China,AS,3,field nodules,13,999,1,nodC,3,0,999,999,1,999,999,
113,Han et al,2008,Lotus,tenuis,Lotus_tenuis,perennial,herb,,China,AS,3,field nodules,3,999,1,16S,3,0,999,999,1,999,999,
113,Han et al,2008,Lotus,tenuis,Lotus_tenuis,perennial,herb,,China,AS,3,field nodules,8,999,0,ARDRA,3,0,999,999,1,999,999,
113,Han et al,2008,Lotus,tenuis,Lotus_tenuis,perennial,herb,,China,AS,3,field nodules,8,999,0,RFLP-IGS,3,0,999,999,1,999,999,
113,Han et al,2008,Lotus,tenuis,Lotus_tenuis,perennial,herb,,China,AS,3,field nodules,8,999,0,atpd-glnII-recA-IGS,4,0,999,999,1,999,999,
113,Han et al,2008,Lotus,tenuis,Lotus_tenuis,perennial,herb,,China,AS,3,field nodules,3,999,1,nodC,2,0,999,999,1,999,999,
113,Han et al,2008,Orobus,luteus,Orobus_luteus,perennial,herb,,China,AS,3,field nodules,2,999,1,16S,2,0,999,999,1,999,999,
113,Han et al,2008,Orobus,luteus,Orobus_luteus,perennial,herb,,China,AS,3,field nodules,5,999,0,ARDRA,3,0,999,999,1,999,999,
113,Han et al,2008,Orobus,luteus,Orobus_luteus,perennial,herb,,China,AS,3,field nodules,5,999,0,RFLP-IGS,5,0,999,999,1,999,999,
113,Han et al,2008,Orobus,luteus,Orobus_luteus,perennial,herb,,China,AS,3,field nodules,5,999,0,atpd-glnII-recA-IGS,5,0,999,999,1,999,999,
113,Han et al,2008,Orobus,luteus,Orobus_luteus,perennial,herb,,China,AS,3,field nodules,5,999,1,nodC,5,0,999,999,1,999,999,
113,Han et al,2008,Oxytropis,glabra,Oxytropis_glabra,perennial,herb,,China,AS,3,field nodules,1,999,1,16S,1,0,999,999,1,999,999,
113,Han et al,2008,Oxytropis,glabra,Oxytropis_glabra,perennial,herb,,China,AS,3,field nodules,5,999,0,ARDRA,2,0,999,999,1,999,999,
113,Han et al,2008,Oxytropis,glabra,Oxytropis_glabra,perennial,herb,,China,AS,3,field nodules,5,999,0,RFLP-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Oxytropis,glabra,Oxytropis_glabra,perennial,herb,,China,AS,3,field nodules,5,999,0,atpd-glnII-recA-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Oxytropis,glabra,Oxytropis_glabra,perennial,herb,,China,AS,3,field nodules,3,999,1,nodC,2,0,999,999,1,999,999,
113,Han et al,2008,Oxytropis,meinshausenii,Oxytropis_meinshausenii,perennial,herb,,China,AS,3,field nodules,1,999,0,16S,1,0,999,999,1,999,999,
113,Han et al,2008,Oxytropis,meinshausenii,Oxytropis_meinshausenii,perennial,herb,,China,AS,3,field nodules,1,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Oxytropis,meinshausenii,Oxytropis_meinshausenii,perennial,herb,,China,AS,3,field nodules,1,999,0,RFLP-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Oxytropis,meinshausenii,Oxytropis_meinshausenii,perennial,herb,,China,AS,3,field nodules,1,999,0,atpd-glnII-recA-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Robinia,pseudoacacia,Robinia_pseudoacacia,perennial,woody,,China,AS,3,field nodules,3,999,1,16S,2,0,999,999,1,,,
113,Han et al,2008,Robinia,pseudoacacia,Robinia_pseudoacacia,perennial,woody,,China,AS,3,field nodules,7,999,0,ARDRA,4,0,999,999,1,,,
113,Han et al,2008,Robinia,pseudoacacia,Robinia_pseudoacacia,perennial,woody,,China,AS,3,field nodules,7,999,0,RFLP-IGS,4,0,999,999,1,,,
113,Han et al,2008,Robinia,pseudoacacia,Robinia_pseudoacacia,perennial,woody,,China,AS,3,field nodules,7,999,0,atpd-glnII-recA-IGS,4,0,999,999,1,,,
113,Han et al,2008,Robinia,pseudoacacia,Robinia_pseudoacacia,perennial,woody,,China,AS,3,field nodules,5,999,1,nodC,2,0,999,999,1,,,
113,Han et al,2008,Sophora,alopecuroides,Sophora_alopecuroides,perennial,woody,,China,AS,3,field nodules,3,999,0,ARDRA,2,0,999,999,1,999,999,
113,Han et al,2008,Sophora,alopecuroides,Sophora_alopecuroides,perennial,woody,,China,AS,3,field nodules,3,999,0,RFLP-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Sophora,alopecuroides,Sophora_alopecuroides,perennial,woody,,China,AS,3,field nodules,3,999,0,atpd-glnII-recA-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Sophora,alopecuroides,Sophora_alopecuroides,perennial,woody,,China,AS,3,field nodules,3,999,1,nodC,1,0,999,999,1,999,999,
113,Han et al,2008,Vicia,angustifolia,Vicia_angustifolia,perennial,herb,,China,AS,3,field nodules,5,999,0,16S,2,0,999,999,1,999,999,
113,Han et al,2008,Vicia,angustifolia,Vicia_angustifolia,perennial,herb,,China,AS,3,field nodules,5,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Vicia,angustifolia,Vicia_angustifolia,perennial,herb,,China,AS,3,field nodules,5,999,0,RFLP-IGS,3,0,999,999,1,999,999,
113,Han et al,2008,Vicia,angustifolia,Vicia_angustifolia,perennial,herb,,China,AS,3,field nodules,5,999,0,atpd-glnII-recA-IGS,3,0,999,999,1,999,999,
113,Han et al,2008,Vicia,angustifolia,Vicia_angustifolia,perennial,herb,,China,AS,3,field nodules,5,999,1,nodC,2,0,999,999,1,999,999,
113,Han et al,2008,Vicia,cracca,Vicia_cracca,perennial,herb,,China,AS,3,field nodules,2,999,1,16S,2,0,999,999,1,999,999,
113,Han et al,2008,Vicia,cracca,Vicia_cracca,perennial,herb,,China,AS,3,field nodules,12,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Vicia,cracca,Vicia_cracca,perennial,herb,,China,AS,3,field nodules,12,999,0,RFLP-IGS,3,0,999,999,1,999,999,
113,Han et al,2008,Vicia,cracca,Vicia_cracca,perennial,herb,,China,AS,3,field nodules,12,999,0,atpd-glnII-recA-IGS,4,0,999,999,1,999,999,
113,Han et al,2008,Vicia,cracca,Vicia_cracca,perennial,herb,,China,AS,3,field nodules,12,999,1,nodC,5,0,999,999,1,999,999,
113,Han et al,2008,Vicia,hirsuta,Vicia_hirsuta,perennial,herb,,China,AS,3,field nodules,2,999,1,16S,2,0,999,999,1,999,999,
113,Han et al,2008,Vicia,hirsuta,Vicia_hirsuta,perennial,herb,,China,AS,3,field nodules,11,999,0,ARDRA,2,0,999,999,1,999,999,
113,Han et al,2008,Vicia,hirsuta,Vicia_hirsuta,perennial,herb,,China,AS,3,field nodules,11,999,0,RFLP-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Vicia,hirsuta,Vicia_hirsuta,perennial,herb,,China,AS,3,field nodules,11,999,0,atpd-glnII-recA-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Vicia,hirsuta,Vicia_hirsuta,perennial,herb,,China,AS,3,field nodules,4,999,1,nodC,1,0,999,999,1,999,999,
113,Han et al,2008,Vicia,tetrasperma,Vicia_tetrasperma,perennial,herb,,China,AS,3,field nodules,2,999,0,16S,2,0,999,999,1,999,999,
113,Han et al,2008,Vicia,tetrasperma,Vicia_tetrasperma,perennial,herb,,China,AS,3,field nodules,2,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Vicia,tetrasperma,Vicia_tetrasperma,perennial,herb,,China,AS,3,field nodules,2,999,0,RFLP-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Vicia,tetrasperma,Vicia_tetrasperma,perennial,herb,,China,AS,3,field nodules,2,999,0,atpd-glnII-recA-IGS,2,0,999,999,1,999,999,
113,Han et al,2008,Medicago,platycarpes,Medicago_platycarpes,,,,China,AS,3,field nodules,1,999,0,16S,1,0,999,999,1,999,999,
113,Han et al,2008,Medicago,platycarpes,Medicago_platycarpes,,,,China,AS,3,field nodules,1,999,0,ARDRA,1,0,999,999,1,999,999,
113,Han et al,2008,Medicago,platycarpes,Medicago_platycarpes,,,,China,AS,3,field nodules,1,999,0,RFLP-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Medicago,platycarpes,Medicago_platycarpes,,,,China,AS,3,field nodules,1,999,0,atpd-glnII-recA-IGS,1,0,999,999,1,999,999,
113,Han et al,2008,Medicago,platycarpes,Medicago_platycarpes,,,,China,AS,3,field nodules,1,999,1,nodC,1,0,999,999,1,999,999,
114,Han et al,2008,Alhagi,toum,Alhagi_toum,,,,China,AS,1,field nodules,1,999,0,IGS,1,0,999,999,0,999,999,
114,Han et al,2008,Alhagi,toum,Alhagi_toum,,,,China,AS,1,field nodules,1,999,0,IGS-RFLP,1,0,999,999,0,999,999,
114,Han et al,2008,Alhagi,toum,Alhagi_toum,,,,China,AS,1,field nodules,1,999,0,SDS-PAGE,1,0,999,999,0,999,999,
114,Han et al,2008,Alhagi,toum,Alhagi_toum,,,,China,AS,1,field nodules,1,999,0,BOX-PCR,1,0,999,999,0,999,999,
114,Han et al,2008,Alhagi,toum,Alhagi_toum,,,,China,AS,1,field nodules,1,999,0,16S,1,0,999,999,0,999,999,
114,Han et al,2008,Alhagi,toum,Alhagi_toum,,,,China,AS,1,field nodules,1,999,0,nodD,1,0,999,999,0,999,999,
114,Han et al,2008,Alhagi,toum,Alhagi_toum,,,,China,AS,1,field nodules,1,999,0,nifH,1,0,999,999,0,999,999,
114,Han et al,2008,Alhagi,toum,Alhagi_toum,,,,China,AS,1,field nodules,1,999,0,atpD,1,0,999,999,0,999,999,
114,Han et al,2008,Alhagi,toum,Alhagi_toum,,,,China,AS,1,field nodules,1,999,0,recA,1,0,999,999,0,999,999,
114,Han et al,2008,Alhagi,toum,Alhagi_toum,,,,China,AS,1,field nodules,1,999,0,glnII,1,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,betetovii,Astragalus_betetovii,,,,China,AS,1,field nodules,3,999,0,IGS-RFLP,2,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,betetovii,Astragalus_betetovii,,,,China,AS,1,field nodules,3,999,0,SDS-PAGE,2,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,betetovii,Astragalus_betetovii,,,,China,AS,1,field nodules,3,999,0,BOX-PCR,3,0,999,999,0,999,999,
114,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,1,field nodules,1,999,0,IGS,1,0,999,999,0,999,999,
114,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,1,field nodules,2,999,0,IGS-RFLP,2,0,999,999,0,999,999,
114,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,1,field nodules,2,999,0,SDS-PAGE,1,0,999,999,0,999,999,
114,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,1,field nodules,2,999,0,BOX-PCR,2,0,999,999,0,999,999,
114,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,1,field nodules,1,999,0,16S,1,0,999,999,0,999,999,
114,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,1,field nodules,1,999,0,nodD,1,0,999,999,0,999,999,
114,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,1,field nodules,1,999,0,nifH,1,0,999,999,0,999,999,
114,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,1,field nodules,1,999,0,atpD,1,0,999,999,0,999,999,
114,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,1,field nodules,1,999,0,recA,1,0,999,999,0,999,999,
114,Han et al,2008,Lathyrus,odoratus,Lathyrus_odoratus,annual,herb,,China,AS,1,field nodules,1,999,0,glnII,1,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,1,field nodules,1,999,0,IGS,1,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,1,field nodules,3,999,0,IGS-RFLP,1,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,1,field nodules,3,999,0,SDS-PAGE,1,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,1,field nodules,3,999,0,BOX-PCR,2,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,1,field nodules,1,999,0,16S,1,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,1,field nodules,1,999,0,nodD,1,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,1,field nodules,1,999,0,nifH,1,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,1,field nodules,1,999,0,atpD,1,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,1,field nodules,1,999,0,recA,1,0,999,999,0,999,999,
114,Han et al,2008,Astragalus,aksuensis,Astragalus_aksuensis,perennial,herb,,China,AS,1,field nodules,1,999,0,glnII,1,0,999,999,0,999,999,
114,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,1,field nodules,1,999,1,IGS,1,0,999,999,0,999,999,
114,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,1,field nodules,3,999,0,IGS-RFLP,2,0,999,999,0,999,999,
114,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,1,field nodules,3,999,0,SDS-PAGE,3,0,999,999,0,999,999,
114,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,1,field nodules,3,999,0,BOX-PCR,1,0,999,999,0,999,999,
114,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,1,field nodules,1,999,1,16S,1,0,999,999,0,999,999,
114,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,1,field nodules,1,999,0,nodD,1,0,999,999,0,999,999,
114,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,1,field nodules,1,999,0,nifH,1,0,999,999,0,999,999,
114,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,1,field nodules,1,999,1,atpD,1,0,999,999,0,999,999,
114,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,1,field nodules,1,999,1,recA,1,0,999,999,0,999,999,
114,Han et al,2008,Caragana,jubata,Caragana_jubata,perennial,woody,,China,AS,1,field nodules,1,999,1,glnII,1,0,999,999,0,999,999,
114,Han et al,2008,Halimodendron,halodendron,Halimodendron_halodendron,perennial,woody,,China,AS,1,field nodules,1,999,1,IGS,1,0,999,999,0,999,999,
114,Han et al,2008,Halimodendron,halodendron,Halimodendron_halodendron,perennial,woody,,China,AS,1,field nodules,1,999,0,IGS-RFLP,1,0,999,999,0,999,999,
114,Han et al,2008,Halimodendron,halodendron,Halimodendron_halodendron,perennial,woody,,China,AS,1,field nodules,1,999,0,SDS-PAGE,1,0,999,999,0,999,999,
114,Han et al,2008,Halimodendron,halodendron,Halimodendron_halodendron,perennial,woody,,China,AS,1,field nodules,1,999,0,BOX-PCR,1,0,999,999,0,999,999,
