paper_id,author,year,genus,species,genus_species,annual_perennial,growth_form,habitat_type,sample_country,sample_continent,sites_sampled,strain_source,num_nodules,num_plants,genbank,genetic_region,strain_richness,compares_homeaway,proportion_novel_strains,proportion_familiar_strains,compares_natinv,proportion_overlapping_strains,num_spp_compared,notes
240,Stepkowski et al,2012,Vigna,lanceolata,Vigna_lanceolata,perennial,herb,,Australia,AU,1,soil_trapping,1,999,1,recA,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Vigna,lanceolata,Vigna_lanceolata,perennial,herb,,Australia,AU,1,soil_trapping,1,999,1,atpD,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Vigna,lanceolata,Vigna_lanceolata,perennial,herb,,Australia,AU,1,soil_trapping,1,999,1,nodA,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Vigna,radiata,Vigna_radiata,perennial,herb,,Australia,AU,1,soil_trapping,1,999,1,glnII,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Vigna,radiata,Vigna_radiata,perennial,herb,,Australia,AU,1,soil_trapping,1,999,1,recA,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Vigna,radiata,Vigna_radiata,perennial,herb,,Australia,AU,1,soil_trapping,1,999,1,atpD,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Vigna,radiata,Vigna_radiata,perennial,herb,,Australia,AU,1,soil_trapping,1,999,1,dnaK,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Vigna,radiata,Vigna_radiata,perennial,herb,,Australia,AU,1,soil_trapping,1,999,1,gryB,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Vigna,radiata,Vigna_radiata,perennial,herb,,Australia,AU,1,soil_trapping,1,999,1,nodA,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Vigna,radiata,Vigna_radiata,perennial,herb,,Australia,AU,1,soil_trapping,1,999,1,16S,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Tephrosia,remotiflora,Tephrosia_remotiflora,,woody,,Australia,AU,1,soil_trapping,1,999,1,glnII,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Tephrosia,remotiflora,Tephrosia_remotiflora,,woody,,Australia,AU,1,soil_trapping,1,999,1,recA,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Tephrosia,remotiflora,Tephrosia_remotiflora,,woody,,Australia,AU,1,soil_trapping,1,999,1,atpD,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Tephrosia,remotiflora,Tephrosia_remotiflora,,woody,,Australia,AU,1,soil_trapping,1,999,1,nodA,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Stylosanthes,viscosab,Stylosanthes_viscosab,,,,Australia,AU,1,soil_trapping,1,999,1,glnII,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Stylosanthes,viscosab,Stylosanthes_viscosab,,,,Australia,AU,1,soil_trapping,1,999,1,recA,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Stylosanthes,viscosab,Stylosanthes_viscosab,,,,Australia,AU,1,soil_trapping,1,999,1,atpD,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Stylosanthes,viscosab,Stylosanthes_viscosab,,,,Australia,AU,1,soil_trapping,1,999,1,dnaK,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Stylosanthes,viscosab,Stylosanthes_viscosab,,,,Australia,AU,1,soil_trapping,1,999,1,gryB,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Stylosanthes,viscosab,Stylosanthes_viscosab,,,,Australia,AU,1,soil_trapping,1,999,1,nodA,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
240,Stepkowski et al,2012,Stylosanthes,viscosab,Stylosanthes_viscosab,,,,Australia,AU,1,soil_trapping,1,999,1,16S,1,0,999,999,0,999,999,"second opionion needed - they discuss comparisons of different strains and how different they are but do not explain what species they came from, only location (all plants are native to their location)"
241,Sterner and Parker,1999,Amphicarpaea,bracteata,Amphicarpaea_bracteata,perennial,herb,,United_States,NA,3,field_nodules,5,999,1,nodC,1,0,999,999,0,999,999,
241,Sterner and Parker,1999,Amphicarpaea,bracteata,Amphicarpaea_bracteata,perennial,herb,,United_States,NA,3,field_nodules,5,999,1,nodD1,1,0,999,999,0,999,999,
241,Sterner and Parker,1999,Amphicarpaea,bracteata,Amphicarpaea_bracteata,perennial,herb,,United_States,NA,3,field_nodules,5,999,1,nodA,1,0,999,999,0,999,999,
241,Sterner and Parker,1999,Amphicarpaea,bracteata,Amphicarpaea_bracteata,perennial,herb,,United_States,NA,3,field_nodules,3,999,1,16S,2,0,999,999,0,999,999,
241,Sterner and Parker,1999,Amphicarpaea,bracteata,Amphicarpaea_bracteata,perennial,herb,,United_States,NA,3,field_nodules,4,999,1,23S,4,0,999,999,0,999,999,
242,Stroschein et al,2010,Lupinus,albescens,Lupinus_albescens,,herb,,Brazil,SA,1,field_nodules,1,999,0,BOX-A1R,1,0,999,999,0,999,999,
242,Stroschein et al,2010,Lupinus,albescens,Lupinus_albescens,,herb,,Brazil,SA,1,field_nodules,1,999,1,ITS,1,0,999,999,0,999,999,
243,Tang et al,2009,Carmichaelia,australis,Carmichaelia_australis,perennial,woody,,New_Zealand,AU,1,field_nodules,1,999,0,16S,1,0,999,999,0,999,999,
243,Tang et al,2009,Carmichaelia,corrugata,Carmichaelia_corrugata,perennial,woody,,New_Zealand,AU,1,field_nodules,1,999,0,16S,1,0,999,999,0,999,999,
244,Taule et al,2012,Parapiptedenia,rigida,Parapiptedenia_rigida,perennial,woody,,Uruguay,SA,3,field_nodules,92,999,0,ERIC,6,0,999,999,0,999,999,"3 sites are 3 different types of sites (native, plantations, and pastures)"
244,Taule et al,2012,Parapiptedenia,rigida,Parapiptedenia_rigida,perennial,woody,,Uruguay,SA,3,field_nodules,92,999,1,nifH,9,0,999,999,0,999,999,"3 sites are 3 different types of sites (native, plantations, and pastures)"
244,Taule et al,2012,Parapiptedenia,rigida,Parapiptedenia_rigida,perennial,woody,,Uruguay,SA,3,field_nodules,92,999,0,RFLP_16S,4,0,999,999,0,999,999,"3 sites are 3 different types of sites (native, plantations, and pastures)"
244,Taule et al,2012,Parapiptedenia,rigida,Parapiptedenia_rigida,perennial,woody,,Uruguay,SA,3,field_nodules,92,999,0,RFLP_nifH,3,0,999,999,0,999,999,"3 sites are 3 different types of sites (native, plantations, and pastures)"
244,Taule et al,2012,Parapiptedenia,rigida,Parapiptedenia_rigida,perennial,woody,,Uruguay,SA,3,field_nodules,92,999,1,16S,12,0,999,999,0,999,999,"3 sites are 3 different types of sites (native, plantations, and pastures)"
244,Taule et al,2012,Parapiptedenia,rigida,Parapiptedenia_rigida,perennial,woody,,Uruguay,SA,3,field_nodules,92,999,1,nodA,8,0,999,999,0,999,999,"3 sites are 3 different types of sites (native, plantations, and pastures)"
244,Taule et al,2012,Parapiptedenia,rigida,Parapiptedenia_rigida,perennial,woody,,Uruguay,SA,3,field_nodules,92,999,1,nodC,5,0,999,999,0,999,999,"3 sites are 3 different types of sites (native, plantations, and pastures)"
245,Sylla et al,2002,Pterocarpus,erinaceus,Pterocarpus_erinaceus,perennial,woody,,Senegal,AF,1,field_nodules,25,999,0,SDS-PAGE,25,0,999,999,0,999,999,
245,Sylla et al,2002,Pterocarpus,erinaceus,Pterocarpus_erinaceus,perennial,woody,,Senegal,AF,1,field_nodules,6,999,1,16S,6,0,999,999,0,999,999,
245,Sylla et al,2002,Pterocarpus,erinaceus,Pterocarpus_erinaceus,perennial,woody,,Senegal,AF,1,field_nodules,3,999,1,IGS,3,0,999,999,0,999,999,
245,Sylla et al,2002,Pterocarpus,lucens,Pterocarpus_lucens,perennial,woody,,Senegal,AF,1,field_nodules,24,999,0,SDS-PAGE,24,0,999,999,0,999,999,
245,Sylla et al,2002,Pterocarpus,lucens,Pterocarpus_lucens,perennial,woody,,Senegal,AF,1,field_nodules,1,999,1,16S,1,0,999,999,0,999,999,
245,Sylla et al,2002,Pterocarpus,lucens,Pterocarpus_lucens,perennial,woody,,Senegal,AF,1,field_nodules,1,999,1,IGS,1,0,999,999,0,999,999,
246,Tan et al,2001,Amphicarpaea,trisperma,Amphicarpaea_trisperma,perennial,herb,,China,AS,1,field_nodules,4,999,0,SDS-PAGE,4,0,999,999,0,999,999,
246,Tan et al,2001,Coronilla,varia,Coronilla_varia,perennial,herb,,China,AS,1,field_nodules,6,999,0,SDS-PAGE,4,0,999,999,0,999,999,
246,Tan et al,2001,Gueldenstaedtia,multiflora,Gueldenstaedtia_multiflora,perennial,herb,,China,AS,1,field_nodules,2,999,0,SDS-PAGE,2,0,999,999,0,999,999,
246,Tan et al,2001,Gueldenstaedtia,multiflora,Gueldenstaedtia_multiflora,perennial,herb,,China,AS,1,field_nodules,1,999,1,16S,1,0,999,999,0,999,999,
247,Teiceira et al,2010,Calliandra,depauperata,Calliandra_depauperata,perennial,woody,,Brazil,SA,1,soil_trapping_and_field_nodules,11,999,0,16S-ARDRA,7,0,999,999,0,999,999,
247,Teiceira et al,2010,Calliandra,depauperata,Calliandra_depauperata,perennial,woody,,Brazil,SA,1,soil_trapping_and_field_nodules,6,999,0,16S,3,0,999,999,0,999,999,
247,Teiceira et al,2010,Cratylia,mollis,Cratylia_mollis,perennial,woody,,Brazil,SA,1,soil_trapping_and_field_nodules,40,999,0,16S-ARDRA,26,0,999,999,0,999,999,
247,Teiceira et al,2010,Cratylia,mollis,Cratylia_mollis,perennial,woody,,Brazil,SA,1,soil_trapping_and_field_nodules,33,999,0,16S,25,0,999,999,0,999,999,
247,Teiceira et al,2010,Mimosa,tenuiflora,Mimosa_tenuiflora,perennial,woody,,Brazil,SA,1,soil_trapping_and_field_nodules,16,999,0,16S-ARDRA,2,0,999,999,0,999,999,
247,Teiceira et al,2010,Mimosa,tenuiflora,Mimosa_tenuiflora,perennial,woody,,Brazil,SA,1,soil_trapping_and_field_nodules,8,999,0,16S,1,0,999,999,0,999,999,
248,Trujillo et al,2005,Lupinus,honoratus,Lupinus_honoratus,,,,Argentina,SA,1,field_nodules,2,999,1,16S,1,0,999,999,0,999,999,L. albus used as trap platn
248,Trujillo et al,2005,Lupinus,honoratus,Lupinus_honoratus,,,,Argentina,SA,1,field_nodules,2,999,1,23S,1,0,999,999,0,999,999,
248,Trujillo et al,2005,Lupinus,honoratus,Lupinus_honoratus,,,,Argentina,SA,1,field_nodules,2,999,1,nodD,1,0,999,999,0,999,999,
248,Trujillo et al,2005,Lupinus,honoratus,Lupinus_honoratus,,,,Argentina,SA,1,field_nodules,2,999,1,nofH,1,0,999,999,0,999,999,
249,Terefework et al,2001,Galega,officinalis,Galega_officinalis,perennial,herb,,Finland,EU,1,999,1,999,0,AFLP,1,0,999,999,0,999,999,
249,Terefework et al,2001,Galega,officinalis,Galega_officinalis,perennial,herb,,New_Zealand,AU,1,999,4,999,0,AFLP,4,0,999,999,0,999,999,
249,Terefework et al,2001,Galega,officinalis,Galega_officinalis,perennial,herb,,UK,EU,1,999,5,999,0,AFLP,5,0,999,999,0,999,999,
249,Terefework et al,2001,Galega,officinalis,Galega_officinalis,perennial,herb,,Bulgaria,EU,1,999,2,999,0,AFLP,2,0,999,999,0,999,999,
249,Terefework et al,2001,Galega,officinalis,Galega_officinalis,perennial,herb,,Italy,EU,1,999,1,999,0,AFLP,1,0,999,999,0,999,999,
249,Terefework et al,2001,Galega,officinalis,Galega_officinalis,perennial,herb,,Argentina,EU,1,999,1,999,0,AFLP,1,0,999,999,0,999,999,
249,Terefework et al,2001,Galega,orientalis,Galega_orientalis,perennial,herb,,Finland,EU,1,999,3,999,0,AFLP,3,0,999,999,0,999,999,
249,Terefework et al,2001,Galega,orientalis,Galega_orientalis,perennial,herb,,Russia,AS,1,999,7,999,0,AFLP,6,0,999,999,0,999,999,
249,Terefework et al,2001,Galega,orientalis,Galega_orientalis,perennial,herb,,Caucasus,AS,1,999,1,999,0,AFLP,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,australis,Carmichaelinae_australis,,,,New_Zealand,AU,1,field_nodules,3,999,1,16S,3,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,australis,Carmichaelinae_australis,,,,New_Zealand,AU,1,field_nodules,3,999,1,nifH,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,australis,Carmichaelinae_australis,,,,New_Zealand,AU,1,field_nodules,3,999,1,recA,3,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,australis,Carmichaelinae_australis,,,,New_Zealand,AU,1,field_nodules,3,999,1,glnII,3,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,australis,Carmichaelinae_australis,,,,New_Zealand,AU,1,field_nodules,3,999,1,nodA,3,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,australis,Carmichaelinae_australis,,,,New_Zealand,AU,1,field_nodules,3,999,1,nodC,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,monroi,Carmichaelinae_monroi,,,,New_Zealand,AU,1,field_nodules,1,999,1,16S,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,monroi,Carmichaelinae_monroi,,,,New_Zealand,AU,1,field_nodules,1,999,1,nifH,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,monroi,Carmichaelinae_monroi,,,,New_Zealand,AU,1,field_nodules,1,999,1,recA,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,monroi,Carmichaelinae_monroi,,,,New_Zealand,AU,1,field_nodules,1,999,1,glnII,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,monroi,Carmichaelinae_monroi,,,,New_Zealand,AU,1,field_nodules,1,999,1,nodA,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,monroi,Carmichaelinae_monroi,,,,New_Zealand,AU,1,field_nodules,1,999,1,nodC,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,nana,Carmichaelinae_nana,,,,New_Zealand,AU,1,field_nodules,1,999,1,16S,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,nana,Carmichaelinae_nana,,,,New_Zealand,AU,1,field_nodules,1,999,1,nifH,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,nana,Carmichaelinae_nana,,,,New_Zealand,AU,1,field_nodules,1,999,1,recA,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,nana,Carmichaelinae_nana,,,,New_Zealand,AU,1,field_nodules,1,999,1,glnII,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,nana,Carmichaelinae_nana,,,,New_Zealand,AU,1,field_nodules,1,999,1,nodA,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,nana,Carmichaelinae_nana,,,,New_Zealand,AU,1,field_nodules,1,999,1,nodC,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,puniceus,Carmichaelinae_puniceus,,,,New_Zealand,AU,1,field_nodules,1,999,1,16S,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,puniceus,Carmichaelinae_puniceus,,,,New_Zealand,AU,1,field_nodules,1,999,1,nifH,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,puniceus,Carmichaelinae_puniceus,,,,New_Zealand,AU,1,field_nodules,1,999,1,recA,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,puniceus,Carmichaelinae_puniceus,,,,New_Zealand,AU,1,field_nodules,1,999,1,glnII,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,puniceus,Carmichaelinae_puniceus,,,,New_Zealand,AU,1,field_nodules,1,999,1,nodA,1,0,999,999,0,999,999,
250,Tan et al,2012,Carmichaelinae,puniceus,Carmichaelinae_puniceus,,,,New_Zealand,AU,1,field_nodules,1,999,1,nodC,1,0,999,999,0,999,999,
250,Tan et al,2012,Montigena,novae-zelandiae,Montigena_novae-zelandiae,perennial,woody,,New_Zealand,AU,1,field_nodules,4,999,1,16S,1,0,999,999,0,999,999,
250,Tan et al,2012,Montigena,novae-zelandiae,Montigena_novae-zelandiae,perennial,woody,,New_Zealand,AU,1,field_nodules,4,999,1,nifH,1,0,999,999,0,999,999,
250,Tan et al,2012,Montigena,novae-zelandiae,Montigena_novae-zelandiae,perennial,woody,,New_Zealand,AU,1,field_nodules,4,999,1,recA,1,0,999,999,0,999,999,
250,Tan et al,2012,Montigena,novae-zelandiae,Montigena_novae-zelandiae,perennial,woody,,New_Zealand,AU,1,field_nodules,4,999,1,glnII,1,0,999,999,0,999,999,
250,Tan et al,2012,Montigena,novae-zelandiae,Montigena_novae-zelandiae,perennial,woody,,New_Zealand,AU,1,field_nodules,4,999,1,nodA,3,0,999,999,0,999,999,
250,Tan et al,2012,Montigena,novae-zelandiae,Montigena_novae-zelandiae,perennial,woody,,New_Zealand,AU,1,field_nodules,4,999,1,nodC,1,0,999,999,0,999,999,
251,Valverde et al,2010,Prosopis,farcta,Prosopis_farcta,perennial,woody,,Tunisia,AF,1,field_nodules,1,999,1,16S,1,0,999,999,0,999,999,
252,Toledo et al,2003,Acacia,cochiacantha,Acacia_cochiacantha,,,,Mexico,SA,1,field_nodules,6,999,0,PCR-RFLP,6,0,999,999,0,999,999,
252,Toledo et al,2003,Acacia,macilenta,Acacia_macilenta,,,,Mexico,SA,1,field_nodules,10,999,0,PCR-RFLP,6,0,999,999,0,999,999,
252,Toledo et al,2003,Acacia,macilenta,Acacia_macilenta,,,,Mexico,SA,1,field_nodules,1,999,1,nifH,1,0,999,999,0,999,999,
252,Toledo et al,2003,Acacia,macilenta,Acacia_macilenta,,,,Mexico,SA,1,field_nodules,1,999,0,nolR,1,0,999,999,0,999,999,
252,Toledo et al,2003,Acacia,acatlensis,Acacia_acatlensis,perennial,woody,,Mexico,SA,1,field_nodules,1,999,0,PCR-RFLP,1,0,999,999,0,999,999,
252,Toledo et al,2003,Acacia,acatlensis,Acacia_acatlensis,perennial,woody,,Mexico,SA,1,field_nodules,1,999,1,16S,1,0,999,999,0,999,999,
252,Toledo et al,2003,Acacia,acatlensis,Acacia_acatlensis,perennial,woody,,Mexico,SA,1,field_nodules,1,999,1,nifH,1,0,999,999,0,999,999,
252,Toledo et al,2003,Acacia,farnesiana,Acacia_farnesiana,perennial,woody,,Mexico,SA,1,field_nodules,13,999,0,PCR-RFLP,10,0,999,999,0,999,999,
252,Toledo et al,2003,Acacia,pennatula,Acacia_pennatula,perennial,woody,,Mexico,SA,1,field_nodules,1,999,0,PCR-RFLP,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Alysicarpus,glumaceus,Alysicarpus_glumaceus,annual,herb,,Senegal,AF,1,field_nodules,1,999,0,SDS-PAGE,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Alysicarpus,glumaceus,Alysicarpus_glumaceus,annual,herb,,Senegal,AF,1,field_nodules,1,999,0,16S,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Alysicarpus,glumaceus,Alysicarpus_glumaceus,annual,herb,,Senegal,AF,1,field_nodules,1,999,0,recA_RFLP,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Aspalathus,carnosa,Aspalathus_carnosa,perennial,woody,,South_Africa,AF,1,field_nodules,1,999,0,SDS-PAGE,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Aspalathus,carnosa,Aspalathus_carnosa,perennial,woody,,South_Africa,AF,1,field_nodules,1,999,1,16S,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Aspalathus,carnosa,Aspalathus_carnosa,perennial,woody,,South_Africa,AF,1,field_nodules,1,999,1,recA_RFLP,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Machaerium,lunatum,Machaerium_lunatum,perennial,woody,,French_Guiana,SA,1,field_nodules,1,999,0,SDS-PAGE,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Machaerium,lunatum,Machaerium_lunatum,perennial,woody,,French_Guiana,SA,1,field_nodules,1,999,1,16S,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Machaerium,lunatum,Machaerium_lunatum,perennial,woody,,French_Guiana,SA,1,field_nodules,1,999,1,recA_RFLP,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Mimosa,diplotricha,Mimosa_diplotricha,perennial,woody,,Taiwan,AS,1,field_nodules,1,999,0,SDS-PAGE,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Mimosa,diplotricha,Mimosa_diplotricha,perennial,woody,,Taiwan,AS,1,field_nodules,1,999,0,16S,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Mimosa,diplotricha,Mimosa_diplotricha,perennial,woody,,Taiwan,AS,1,field_nodules,1,999,0,recA_RFLP,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Mimosa,pudica,Mimosa_pudica,perennial,woody,,Taiwan,AS,1,field_nodules,1,999,0,SDS-PAGE,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Mimosa,pudica,Mimosa_pudica,perennial,woody,,Taiwan,AS,1,field_nodules,1,999,0,16S,1,0,999,999,0,999,999,
253,Vandamme et al,2002,Mimosa,pudica,Mimosa_pudica,perennial,woody,,Taiwan,AS,1,field_nodules,1,999,0,recA_RFLP,1,0,999,999,0,999,999,
254,Ulrich and Zaspel,2000,Robinia,speudoacacia L.,Robinia_speudoacacia_L.,perennial,woody,,Germany,EU,1,field_nodules,17,999,1,16S,9,1,999,999,0,999,999,
254,Ulrich and Zaspel,2000,Robinia,speudoacacia L.,Robinia_speudoacacia_L.,perennial,woody,,Germany,EU,1,field_nodules,17,999,0,RFLP,9,0,999,999,0,999,999,
254,Ulrich and Zaspel,2000,Robinia,speudoacacia L.,Robinia_speudoacacia_L.,perennial,woody,,United_States,NA,1,field_nodules,18,999,0,999,7,1,0.22,0.67,0,999,999,compared identical genotypes (not strains)
255,Sullivan et al,1996,Lotus,corniculatus,Lotus_corniculatus,perennial,woody,,New_Zealand,AU,1,rhizosphere_samples,7,999,1,16S,4,0,999,999,0,999,999,did not nodulate (nonsymbiotic rhizobia were isolated)
255,Sullivan et al,1996,Lotus,corniculatus,Lotus_corniculatus,perennial,woody,,New_Zealand,AU,1,rhizosphere_samples,7,999,0,RFLP,7,0,999,999,0,999,999,did not nodulate (nonsymbiotic rhizobia were isolated)
255,Sullivan et al,1996,Lotus,corniculatus,Lotus_corniculatus,perennial,woody,,New_Zealand,AU,1,rhizosphere_samples,7,999,0,electrophoretic_type,7,0,999,999,0,999,999,did not nodulate (nonsymbiotic rhizobia were isolated)
256,Nick et al,1999,Prosopis,chilensis,Prosopis_chilensis,perennial,woody,,Sudan,AF,5,field_nodules,12,999,0,SDS-PAGE,12,0,999,999,1,999,999,
256,Nick et al,1999,Prosopis,chilensis,Prosopis_chilensis,perennial,woody,,Kenya,AF,1,field_nodules,3,999,0,SDS-PAGE,3,0,999,999,1,999,999,
256,Nick et al,1999,Prosopis,chilensis,Prosopis_chilensis,perennial,woody,,Sudan,AF,5,field_nodules,8,999,0,MLEE,4,0,999,999,1,999,999,
256,Nick et al,1999,Prosopis,chilensis,Prosopis_chilensis,perennial,woody,,Kenya,AF,1,field_nodules,1,999,0,MLEE,1,0,999,999,1,999,999,
256,Nick et al,1999,Prosopis,chilensis,Prosopis_chilensis,perennial,woody,,Sudan,AF,5,field_nodules,1,999,1,16S,1,0,999,999,1,999,999,
256,Nick et al,1999,Acacia,senegal,Acacia_senegal,perennial,woody,,Sudan,AF,5,field_nodules,21,999,0,SDS-PAGE,21,0,999,999,1,999,999,
256,Nick et al,1999,Acacia,senegal,Acacia_senegal,perennial,woody,,Sudan,AF,5,field_nodules,11,999,0,MLEE,7,0,999,999,1,999,999,
256,Nick et al,1999,Acacia,senegal,Acacia_senegal,perennial,woody,,Sudan,AF,5,field_nodules,1,999,1,16S,1,0,999,999,1,999,999,
257,Tan et al,1999,Glycyrrhiza,multiflora,Glycyrrhiza_multiflora,,,,China,AS,3,field_nodules,3,999,0,UPGMA,1,0,999,999,0,999,999,
257,Tan et al,1999,Glycyrrhiza,multiflora,Glycyrrhiza_multiflora,,,,China,AS,3,field_nodules,3,999,0,16S_RFLP,1,0,999,999,0,999,999,
257,Tan et al,1999,Glycyrrhiza,multiflora,Glycyrrhiza_multiflora,,,,China,AS,3,field_nodules,3,999,0,16S_PCR-RFLP,1,0,999,999,0,999,999,
257,Tan et al,1999,Glycyrrhiza,multiflora,Glycyrrhiza_multiflora,,,,China,AS,3,field_nodules,3,999,0,DNA-DNA_Hybridization,1,0,999,999,0,999,999,
257,Tan et al,1999,Glycyrrhiza,multiflora,Glycyrrhiza_multiflora,,,,China,AS,3,field_nodules,3,999,0,nifH,1,0,999,999,0,999,999,
257,Tan et al,1999,Glycyrrhiza,multiflora,Glycyrrhiza_multiflora,,,,China,AS,3,field_nodules,3,999,0,nodDAB,1,0,999,999,0,999,999,
257,Tan et al,1999,Amorpha,fruticosa,Amorpha_fruticosa,perennial,woody,,China,AS,3,field_nodules,5,999,0,UPGMA,2,0,999,999,0,999,999,
257,Tan et al,1999,Amorpha,fruticosa,Amorpha_fruticosa,perennial,woody,,China,AS,3,field_nodules,5,999,0,DNA-DNA_Hybridization,2,0,999,999,0,999,999,
257,Tan et al,1999,Amphicarpaea,trisperma,Amphicarpaea_trisperma,perennial,herb,,China,AS,3,field_nodules,4,999,0,UPGMA,1,0,999,999,0,999,999,
257,Tan et al,1999,Amphicarpaea,trisperma,Amphicarpaea_trisperma,perennial,herb,,China,AS,3,field_nodules,4,999,0,16S_RFLP,1,0,999,999,0,999,999,
257,Tan et al,1999,Amphicarpaea,trisperma,Amphicarpaea_trisperma,perennial,herb,,China,AS,3,field_nodules,4,999,0,16S_PCR-RFLP,1,0,999,999,0,999,999,
