paper_id,author,year,journal,clean_name,sample country,paper_plant_status,global_plant_status,Figure 2,Figure 3,Figure 4,Figure 5,title
209,Rejili et al,2012,"Agriculture, ecosystems and environment",Lotus halophilus,Tunisia,Native,Native,X,,,,"Symbiotic nitrogen fixation of wild legumes in Tunisia: soil fertility dynamics, field nodulation and nodules effectiveness"
209,Rejili et al,2012,"Agriculture, ecosystems and environment",Vicia sativa,Tunisia,Native,Non-Native,X,,,,"Symbiotic nitrogen fixation of wild legumes in Tunisia: soil fertility dynamics, field nodulation and nodules effectiveness"
233,Sheu et al,2012,International Journal of Systematic and Evolutionary Microbiology,Mimosa cordistipula,Brazil,Native,Native,X,,,,"Burholderia symbiotica sp. Nov., isolated from root nodules of Mimosa spp. Native to north-east Brazil"
240,Stepkowski et al,2012,Molecular Phylogenetics and Evolution,Acacia acuminata,Australia,Native,Native,X,,,,Distinct Bradyrhizobia communities nodulate legumes native to temperate and tropic monsoon Australia
240,Stepkowski et al,2012,Molecular Phylogenetics and Evolution,Bossiaea eriocarpa,Australia,Native,Native,X,,,,Distinct Bradyrhizobia communities nodulate legumes native to temperate and tropic monsoon Australia
240,Stepkowski et al,2012,Molecular Phylogenetics and Evolution,Crotalaria medicaginea,Australia,Native,Native,X,,,,Distinct Bradyrhizobia communities nodulate legumes native to temperate and tropic monsoon Australia
240,Stepkowski et al,2012,Molecular Phylogenetics and Evolution,Dunbaria debilis,Australia,Native,Native,X,,,,Distinct Bradyrhizobia communities nodulate legumes native to temperate and tropic monsoon Australia
240,Stepkowski et al,2012,Molecular Phylogenetics and Evolution,Galactia tenuiflora,Australia,Native,Non-Native,X,,,,Distinct Bradyrhizobia communities nodulate legumes native to temperate and tropic monsoon Australia
240,Stepkowski et al,2012,Molecular Phylogenetics and Evolution,Gastrolobium capitatum,Australia,Native,Native,X,,,,Distinct Bradyrhizobia communities nodulate legumes native to temperate and tropic monsoon Australia
240,Stepkowski et al,2012,Molecular Phylogenetics and Evolution,Gompholobium polymorphum,Australia,Native,Native,X,,,,Distinct Bradyrhizobia communities nodulate legumes native to temperate and tropic monsoon Australia
240,Stepkowski et al,2012,Molecular Phylogenetics and Evolution,Jacksonia sericea,Australia,Native,Native,X,,,,Distinct Bradyrhizobia communities nodulate legumes native to temperate and tropic monsoon Australia
240,Stepkowski et al,2012,Molecular Phylogenetics and Evolution,Kennedia coccinea,Australia,Native,Native,X,,,,Distinct Bradyrhizobia communities nodulate legumes native to temperate and tropic monsoon Australia
240,Stepkowski et al,2012,Molecular Phylogenetics and Evolution,Swainsona formosa,Australia,Native,Non-Native,X,,,,Distinct Bradyrhizobia communities nodulate legumes native to temperate and tropic monsoon Australia
250,Tan et al,2012,PLoS ONE,Carmichaelia australis,New Zealand,Native,Native,X,,,,"Rhizobia with 16S rRNA and nifH similar to Mesorhizobium huakuii but novel recA, glnII, nodA, and nodC genes are symbionts of New Zealand Carmichaelinae"
250,Tan et al,2012,PLoS ONE,Montigena novae-zelandiae,New Zealand,Native,Native,X,,,,"Rhizobia with 16S rRNA and nifH similar to Mesorhizobium huakuii but novel recA, glnII, nodA, and nodC genes are symbionts of New Zealand Carmichaelinae"
244,Taule et al,2012,Applied and Environmental Microbiology,Parapiptadenia rigida,Uruguay,Native,Native,X,,,,New betaproteobacterial rhizobium strains able to effciently nodulate Parapiptadenia rigida (Benth.) Brenan
291,Xu et al,2012,Applied Soil Ecology,Ageratina adenophora,China,Non-Native,Non-Native,X,,,,Changes in non-symbiotic nitrogen-fixing bacteria inhabiting rhizosphere soils of an invasive plant Ageratina adenophora
285,Yao et al,2012,International Journal of Systematic and Evolutionary Microbiology,Kummerowia striata,China,Native,Non-Native,X,,X,,"Rhizobia taibaishanense sp. Nov., isolated from a root nodule of Kummerowia striata"
27,Arense et al,2013,Applied Microbiology and Biotechnology,Crotalaria incana,Ethiopia,Native,Non-Native,X,,,,"Diversity of sporadic symbionts and nonsymbiotic endophytic bacteria isolated from nodules of woody, shrub, and food legumes in Ethiopia"
27,Arense et al,2013,Applied Microbiology and Biotechnology,Crotalaria spinosa,Ethiopia,Native,Native,X,,,,"Diversity of sporadic symbionts and nonsymbiotic endophytic bacteria isolated from nodules of woody, shrub, and food legumes in Ethiopia"
27,Arense et al,2013,Applied Microbiology and Biotechnology,Erythrina brucei,Ethiopia,Native,Native,X,,,,"Diversity of sporadic symbionts and nonsymbiotic endophytic bacteria isolated from nodules of woody, shrub, and food legumes in Ethiopia"
27,Arense et al,2013,Applied Microbiology and Biotechnology,Indigofera arrecta,Ethiopia,Native,Non-Native,X,,,,"Diversity of sporadic symbionts and nonsymbiotic endophytic bacteria isolated from nodules of woody, shrub, and food legumes in Ethiopia"
25,Armas-Capote et al,2013,Systematic and Applied Microbiology,Cicer canariense,Canary Islands,Native,Native,X,,,,"Core and symbiotic genes reveal nine Mesorhizobium genospecies and three symbiotic lineages among the rhizobia nodulating Cicer canariense in its natural habitat (La Palma, Canary Islands)"
37,Batista et al,2013,Applied Soil Ecology,Lotus pedunculatus,Uruguay,Native,Non-Native,X,,,,Diversity and phylogeny of rhizobial strains isolated from Lotus uliginosus grown in Uruguayan soils
40,Beukes et al,2013,PLoS ONE,Cyclopia intermedia,South Africa,Native,Native,X,,,,South African Papilionoid Legumes Are Nodulated by Diverse Burkholderia with Unique Nodulation and Nitrogen-Fixation Loci
40,Beukes et al,2013,PLoS ONE,Hypocalyptus coluteoides,South Africa,Native,Native,X,,,,South African Papilionoid Legumes Are Nodulated by Diverse Burkholderia with Unique Nodulation and Nitrogen-Fixation Loci
40,Beukes et al,2013,PLoS ONE,Hypocalyptus oxalidifolius,South Africa,Native,Native,X,,,,South African Papilionoid Legumes Are Nodulated by Diverse Burkholderia with Unique Nodulation and Nitrogen-Fixation Loci
40,Beukes et al,2013,PLoS ONE,Hypocalyptus sophoroides,South Africa,Native,Native,X,,,,South African Papilionoid Legumes Are Nodulated by Diverse Burkholderia with Unique Nodulation and Nitrogen-Fixation Loci
40,Beukes et al,2013,PLoS ONE,Podalyria calyptrata,South Africa,Native,Native,X,,,,South African Papilionoid Legumes Are Nodulated by Diverse Burkholderia with Unique Nodulation and Nitrogen-Fixation Loci
40,Beukes et al,2013,PLoS ONE,Virgilia oroboides,South Africa,Native,Non-Native,X,,,,South African Papilionoid Legumes Are Nodulated by Diverse Burkholderia with Unique Nodulation and Nitrogen-Fixation Loci
42,Bianco et al,2013,Current Microbiology,Adesmia bicolor,Argentina,Native,Native,X,,,,Diversity and Symbiotic Effectiveness of Indigenous Rhizobia-Nodulating Adesmia bicolor in Soils of Central Argentina
47,Bournaud et al,2013,PLoS ONE,Anadenanthera colubrina,Brazil,Native,Native,X,,,,Burkholderia Species Are the Most Common and Preferred Nodulating Symbionts of the Piptadenia Group (Tribe Mimoseae)
47,Bournaud et al,2013,PLoS ONE,Anadenanthera peregrina,Brazil,Native,Native,X,,,,Burkholderia Species Are the Most Common and Preferred Nodulating Symbionts of the Piptadenia Group (Tribe Mimoseae)
47,Bournaud et al,2013,PLoS ONE,Microlobius foetidus,Brazil,Native,Native,X,,,,Burkholderia Species Are the Most Common and Preferred Nodulating Symbionts of the Piptadenia Group (Tribe Mimoseae)
47,Bournaud et al,2013,PLoS ONE,Parapiptadenia pterosperma,Brazil,Native,Native,X,,,,Burkholderia Species Are the Most Common and Preferred Nodulating Symbionts of the Piptadenia Group (Tribe Mimoseae)
47,Bournaud et al,2013,PLoS ONE,Parapiptadenia rigida,Brazil,Native,Native,X,,,,Burkholderia Species Are the Most Common and Preferred Nodulating Symbionts of the Piptadenia Group (Tribe Mimoseae)
47,Bournaud et al,2013,PLoS ONE,Piptadenia adiantoides,Brazil,Native,Native,X,,,,Burkholderia Species Are the Most Common and Preferred Nodulating Symbionts of the Piptadenia Group (Tribe Mimoseae)
47,Bournaud et al,2013,PLoS ONE,Piptadenia gonoacantha,Brazil,Native,Native,X,,,,Burkholderia Species Are the Most Common and Preferred Nodulating Symbionts of the Piptadenia Group (Tribe Mimoseae)
47,Bournaud et al,2013,PLoS ONE,Piptadenia paniculata,Brazil,Native,Native,X,,,,Burkholderia Species Are the Most Common and Preferred Nodulating Symbionts of the Piptadenia Group (Tribe Mimoseae)
47,Bournaud et al,2013,PLoS ONE,Piptadenia trisperma,Brazil,Native,Native,X,,,,Burkholderia Species Are the Most Common and Preferred Nodulating Symbionts of the Piptadenia Group (Tribe Mimoseae)
47,Bournaud et al,2013,PLoS ONE,Piptadenia viridiflora,Brazil,Native,Native,X,,,,Burkholderia Species Are the Most Common and Preferred Nodulating Symbionts of the Piptadenia Group (Tribe Mimoseae)
47,Bournaud et al,2013,PLoS ONE,Pseudopiptadenia contorta,Brazil,Native,Native,X,,,,Burkholderia Species Are the Most Common and Preferred Nodulating Symbionts of the Piptadenia Group (Tribe Mimoseae)
67,Chen et al,2013,Journal of Basic Microbiology,Astragalus adsurgens,China,Native,Native,X,,,,Diverse nodule bacteria were associated with Astragalus species in arid region of northwestern China
67,Chen et al,2013,Journal of Basic Microbiology,Astragalus complanatus,China,Native,Native,X,,,,Diverse nodule bacteria were associated with Astragalus species in arid region of northwestern China
67,Chen et al,2013,Journal of Basic Microbiology,Astragalus discolor,China,Native,Native,X,,,,Diverse nodule bacteria were associated with Astragalus species in arid region of northwestern China
67,Chen et al,2013,Journal of Basic Microbiology,Astragalus efoliolatus,China,Native,Native,X,,,,Diverse nodule bacteria were associated with Astragalus species in arid region of northwestern China
67,Chen et al,2013,Journal of Basic Microbiology,Astragalus kifonsanicus,China,Native,Native,X,,,,Diverse nodule bacteria were associated with Astragalus species in arid region of northwestern China
67,Chen et al,2013,Journal of Basic Microbiology,Astragalus lepsensis,China,Native,Native,X,,,,Diverse nodule bacteria were associated with Astragalus species in arid region of northwestern China
67,Chen et al,2013,Journal of Basic Microbiology,Astragalus propinquus,China,Native,Native,X,,,,Diverse nodule bacteria were associated with Astragalus species in arid region of northwestern China
67,Chen et al,2013,Journal of Basic Microbiology,Astragalus scaberrimus,China,Native,Native,X,,,,Diverse nodule bacteria were associated with Astragalus species in arid region of northwestern China
67,Chen et al,2013,Journal of Basic Microbiology,Astragalus tibetanus,China,Native,Non-Native,X,,,,Diverse nodule bacteria were associated with Astragalus species in arid region of northwestern China
71,Cobo-Diaz et al,2013,Systematic and Applied Microbiology,Genista versicolor,Spain,Native,Native,X,,,,The endemic Genista versicolor from Sierra Nevada National Park in Spain is nodulated by putative new Bradyrhizobium species and a novel sybiovar (sierranevadense)
24,Crisostomo et al,2013,Applied Soil Ecology,Acacia longifolia,Australia,Native,Non-Native,X,,X,X,"Co-introduction of exotic rhizobia to the rhizosphere of the invasive legume Acacia saligna, an intercontinental study"
24,Crisostomo et al,2013,Applied Soil Ecology,Acacia saligna,Australia,Non-Native,Non-Native,X,,X,X,"Co-introduction of exotic rhizobia to the rhizosphere of the invasive legume Acacia saligna, an intercontinental study"
24,Crisostomo et al,2013,Applied Soil Ecology,Acacia saligna,Portugal,Non-Native,Non-Native,X,,X,,"Co-introduction of exotic rhizobia to the rhizosphere of the invasive legume Acacia saligna, an intercontinental study"
81,De Meyer et al,2013,International Journal of Systematic and Evolutionary Microbiology,Lebeckia ambigua,South Africa,Native,Native,X,,,,Burkholderia sprentiae sp. nov. isolated from Lebeckia ambigua 1 root nodules from South Africa
82,De Meyer et al,2013,International Journal of Systematic and Evolutionary Microbiology,Rhynchosia ferulifolia,South Africa,Native,Native,X,,,,Burkholderia rhynchosiae sp. nov. isolated from Rhynchosia ferulifolia 1 root nodules from South
92,Duran et al,2013,Systematic and Applied Microbiology,Lupinus mariae-josephae,Spain,Native,Native,X,,,,Genetic diversity of indigenous rhizobial symbionts of the Lupinus mariae-josephae endemism from alkaline-limed soils within its area of distribultion in Eastern Spain
51,Gehlot et al,2013,Annals of Botany,Mimosa hamata,India,Native,Non-Native,X,,,,An invasive Mimosa in India does not adopt the symbionts of its native relatives
51,Gehlot et al,2013,Annals of Botany,Mimosa himalayana,India,Native,Native,X,,,,An invasive Mimosa in India does not adopt the symbionts of its native relatives
51,Gehlot et al,2013,Annals of Botany,Mimosa pudica,India,Non-Native,Non-Native,X,,X,,An invasive Mimosa in India does not adopt the symbionts of its native relatives
111,Guerrouj et al,2013,Canadian Journal of Microbiology,Medicago arborea,Morocco,Non-Native,Non-Native,X,,,,Ensifer meliloti is the preferred symbiont of Medicago arborea in eastern Morocco soils
120,Howieson et al,2013,Soil Biology and Biochemistry,Lebeckia ambigua,South Africa,Native,Native,X,,,,Novel Burkholderia bacteria isolated from Lebeckia ambigua - A perennial suffrutescent legume of the fynbos
131,Kaplan et al,2013,American Journal of Botany,Zygophyllum dumosum,Israel,Native,Native,X,,,,"A survey of the microbial community in the rhizosphere of two dominant shrubs of the Negev Desert highlands, Zygophyllum dumosum (Zygophyllaceae) and Atriplex halimus (Amaranthaceae), using cultivation-dependent and cultivation-independent methods"
147,Latif et al,2013,Archives of Microbiology,Trifolium pratense,Pakistan,Native,Non-Native,X,,,,"The diversity of Rhzobia, Sinorhizobia and novel non-Rhizobial Paenilbacillus nodulating wild herbaceous legume"
147,Latif et al,2013,Archives of Microbiology,Trifolium repens,Pakistan,Native,Non-Native,X,,,,"The diversity of Rhzobia, Sinorhizobia and novel non-Rhizobial Paenilbacillus nodulating wild herbaceous legume"
177,Melkonian et al,2013,Environmental Microbiology,Mimosa pudica,Australia,Non-Native,Non-Native,X,,X,,The geographical patterns of symbiont diversity in the invasive legume Mimosa pudica can be explained by the competitiveness of its symbionts and by the host genotype
177,Melkonian et al,2013,Environmental Microbiology,Mimosa pudica,Guinea,Non-Native,Non-Native,X,,X,,The geographical patterns of symbiont diversity in the invasive legume Mimosa pudica can be explained by the competitiveness of its symbionts and by the host genotype
184,Moukoumi et al,2013,Canadian Journal of Microbiology,Caragana arborescens,Canada,Non-Native,Non-Native,X,,X,,Characterization and genus identification of rhizobial symbionts from Caragana arborescens in western Canada
186,Ndlovu et al,2013,Journal of Biogeography,Acacia pycnantha,Australia,Native,Non-Native,,X,,,Co-invasion of South African ecosystems by an Austalian legume and its rhizobial symbionts
186,Ndlovu et al,2013,Journal of Biogeography,Acacia pycnantha,South Africa,Non-Native,Non-Native,,X,,,Co-invasion of South African ecosystems by an Austalian legume and its rhizobial symbionts
206,Ramirez-Bahena et al,2013,Systematic and Applied Microbiology,Centrosema macrocarpum,Venezuela,Native,Native,X,,,,Centrosema is a promiscuous legume nodulated by several new putative species and symbiovars of Bradyrhizobium in various American countries
214,Ricon-Rosales et al,2013,International Journal of Systematic and Evolutionary Microbiology,Calliandra houstoniana,Mexico,Native,Non-Native,X,,,,"Rhizobium calliandrae sp. Nov., Rhizobium mayense sp. Nov. and Rhizobium jaguaris sp. Nov., rhizobial species nodulating the medicinal legume Calliandra grandiflora"
234,Sheu et al,2013,International Journal of Systematic and Evolutionary Microbiology,Mimosa pudica,Brazil,Native,Non-Native,,,X,,"Burkholderia diazotrophica sp. Nov., isolated from root nodules of Mimosa spp."
284,Yang et al,2013,Systematic and Applied Microbiology,Securigera varia,China,Non-Native,Non-Native,X,,,,Genetic diversity and symbiotic evolution of rhizobia from root nodules of Coronilla varia
7,Ahnia et al,2014,Antonie van Leeuwenhoek,Cytisus villosus,Algeria,Native,Non-Native,X,,,,Cytisus villosus from Northeastern Algeria is nodulated by genetically diverse Bradyrhizobium strains
32,Bakhoum et al,2014,Open Journal of Forestry,Acacia senegal,Senegal,Native,Non-Native,X,,,,Distribution and Diversity of Rhizobial Populations Associated with Acacia senegal (L.) Willd. Provenances in Senegalese Arid and Semiarid Regions
34,Barauna et al,2014,Brasilia,Centrolobium paraense,Brazil,Native,Non-Native,X,,,,Diversity and nitrogen fixation efficiency of rhizobia isolated from nodules of Centrolobium paraense
45,Boudiaf et al,2014,Soil Biology and Biochemistry,Acacia mearnsii,Algeria,Non-Native,Non-Native,X,,,,"Soil Bradyrhizobium population response to invasion of a natural Quercus suber forest by the introduced nitrogen-fixing tree Acacia mearnsii in El Kala National Park, Algeria"
69,Chen et al,2014,Systematic and Applied Microbiology,Arachis duranensis,China,Non-Native,Non-Native,X,,,,Wild peanut Arachis duranensis are nodulated by diverse and novel Bradyrhizobium species in acid soils
73,da Silva et al,2014,International Journal of Systematic and Evolutionary Microbiology,Inga laurina,Brazil,Native,Non-Native,X,,,,"Bradyrhizobium ingae sp. nov., isolated from effective nodules of Igna laurina grown in Cerrado soil of Amazonia, Brazil"
75,de Freitas et al,2014,African Journal of Microbiology Research,Mimosa paraibana,Brazil,Native,Na,X,,,,Characteristics of nodule bacteria from Mimosa spp grown in soils of the Brazilian semiarid region
75,de Freitas et al,2014,African Journal of Microbiology Research,Mimosa tenuiflora,Brazil,Native,Native,X,,,,Characteristics of nodule bacteria from Mimosa spp grown in soils of the Brazilian semiarid region
106,Gnat at al,2014,Antonie van Leeuwenhoek,Astragalus glycyphyllos,Poland,Native,Non-Native,X,,,,Phenotypic characterization of Astragalus glycyphyllos symbionts and their phylogeny based on the 16S rDNA seqences and RFLP of 16S rRNA gene
52,Hassen et al,2014,World Journal of Agricultural Research,Indigofera hirsuta,South Africa,Native,Non-Native,X,,,,Nodulation Study and Characterization of Rhizobial Microsymbionts of Forage and Pasture Legumes in South Africa
149,Le Roux et al,2014,Microbial Ecology,Pterocarpus officinalis,Dominica,Native,Native,X,,,,Genetic diversity patterns and functional traits of Bradyrhizobium strains associated with Pterocarpus officinalis Jacq. In Caribbean Islands and Amazonian Forest (French Guiana)
149,Le Roux et al,2014,Microbial Ecology,Pterocarpus officinalis,French Guiana,Native,Native,X,,,,Genetic diversity patterns and functional traits of Bradyrhizobium strains associated with Pterocarpus officinalis Jacq. In Caribbean Islands and Amazonian Forest (French Guiana)
149,Le Roux et al,2014,Microbial Ecology,Pterocarpus officinalis,Guadeloupe,Native,Native,X,,,,Genetic diversity patterns and functional traits of Bradyrhizobium strains associated with Pterocarpus officinalis Jacq. In Caribbean Islands and Amazonian Forest (French Guiana)
149,Le Roux et al,2014,Microbial Ecology,Pterocarpus officinalis,Martinique,Native,Native,X,,,,Genetic diversity patterns and functional traits of Bradyrhizobium strains associated with Pterocarpus officinalis Jacq. In Caribbean Islands and Amazonian Forest (French Guiana)
149,Le Roux et al,2014,Microbial Ecology,Pterocarpus officinalis,Puerto Rico,Native,Native,X,,,,Genetic diversity patterns and functional traits of Bradyrhizobium strains associated with Pterocarpus officinalis Jacq. In Caribbean Islands and Amazonian Forest (French Guiana)
305,Liu et al,2014,Microbial Ecology ,Dipogon lignosus,New Zealand,Non-Native,Non-Native,X,,,,Burkholderia sp. Induces functional nodules on the south african invasive legume Dipogon lignosus (Phaseoleae) in New Zealand Soils
220,Rodriguez-Echeverria et al,2014,Systematic and Applied Microbiology,Retama sphaerocarpa,Spain,Native,Native,X,,,,Genetic diversity of root nodulating bacteria associated with Retama sphaerocarpa in sites with different soil and environmental conditions
326,Le Roux et al,2016,AoB Plants,Acacia longifolia,South Africa,Non-Native,Non-Native,,,X,X,"The structure of legume–rhizobium interaction networks
and their response to tree invasions"
326,Le Roux et al,2016,AoB Plants,Acacia mearnsii,South Africa,Non-Native,Non-Native,,,,X,"The structure of legume–rhizobium interaction networks
and their response to tree invasions"
326,Le Roux et al,2016,AoB Plants,Acacia saligna,South Africa,Non-Native,Non-Native,,,X,X,"The structure of legume–rhizobium interaction networks
and their response to tree invasions"
326,Le Roux et al,2016,AoB Plants,Aspalathus abietina,South Africa,Native,Native,,,,X,"The structure of legume–rhizobium interaction networks
and their response to tree invasions"
326,Le Roux et al,2016,AoB Plants,Aspalathus cephalotes,South Africa,Native,Native,,,,X,"The structure of legume–rhizobium interaction networks
and their response to tree invasions"
326,Le Roux et al,2016,AoB Plants,Aspalathus ciliaris,South Africa,Native,Native,,,,X,"The structure of legume–rhizobium interaction networks
and their response to tree invasions"
326,Le Roux et al,2016,AoB Plants,Aspalathus hispida,South Africa,Native,Native,,,,X,"The structure of legume–rhizobium interaction networks
and their response to tree invasions"
327,Li et al,2016,Systematic and Applied Microbiology,Sesbania cannabina,China,Native,Non-Native,X,,,,Genetic diversity and community structure of rhizobia nodulatingSesbania cannabina in saline–alkaline soils
323,Harrison et al,2017,Evolution,Medicago lupulina,Canada,Non-Native,Non-Native,X,,,,Geographically structured genetic variation in the Medicago lupulina–Ensifer mutualism
325,Huang,2018,Systematic and Applied Microbiology,Crotalaria trichotoma,Taiwan,Non-Native,Non-Native,X,,,,Phylogenetic analyses of Bradyrhizobium symbionts associated withinvasive Crotalaria zanzibarica and its coexisting legumes in Taiwan
328,Liu et al,2019,Genome Biology and Evolution,Robinia pseudoacacia,China,Non-Native,Non-Native,,X,,,"New Insight into the Evolution of Symbiotic Genes in Black
Locust-Associated Rhizobia"
328,Liu et al,2019,Genome Biology and Evolution,Robinia pseudoacacia,Germany,Non-Native,Non-Native,,X,,,"New Insight into the Evolution of Symbiotic Genes in Black
Locust-Associated Rhizobia"
328,Liu et al,2019,Genome Biology and Evolution,Robinia pseudoacacia,United States,Native,Non-Native,,X,,,"New Insight into the Evolution of Symbiotic Genes in Black
Locust-Associated Rhizobia"
329,Lui et al,2020,Frontiers in Microbiology,Mimosa diplotricha,China,Non-Native,Non-Native,X,,,,"Diversity and Geographic
Distribution of Microsymbionts
Associated With Invasive Mimosa
Species in Southern China"
329,Lui et al,2020,Frontiers in Microbiology,Mimosa pudica,China,Non-Native,Non-Native,X,,,,"Diversity and Geographic
Distribution of Microsymbionts
Associated With Invasive Mimosa
Species in Southern China"
330,Wendlandt et al,2021,Evolution,Medicago polymorpha,Europe,Native,Non-Native,,X,,,"Decreased coevolutionary potential and
increased symbiont fecundity during the
biological invasion of a legume-rhizobium
mutualism"
330,Wendlandt et al,2021,Evolution,Medicago polymorpha,North America,Non-Native,Non-Native,,X,,,"Decreased coevolutionary potential and
increased symbiont fecundity during the
biological invasion of a legume-rhizobium
mutualism"
322,Chouhan et al,2022,FEMS Microbiology Ecology,Leucaena leucocephala,India,Non-Native,Non-Native,X,,,,"Evolution of novel strains of Ensifer nodulating the
invasive legume Leucaena leucocephala (Lam.) de Wit
in different climatic regions of India through lateral
gene transfer"
324,Hsouna et al,2022,Systematic and Applied Microbiology,Acacia saligna,Tunisia,Non-Native,Non-Native,X,,,,"Genotypic and symbiotic diversity studies of rhizobia nodulating Acacia
saligna in Tunisia reveal two novel symbiovars within the Rhizobium
leguminosarum complex and Bradyrhizobium"
