paper_id,author,year,journal,clean_name,sample_country,paper_plant_status,global_plant_status,Figure 2,Figure 3,Figure 4,Figure 5
89,Drouin et al,1996,International Journal of Systematic Bacteriology,Lathyrus pratensis,Canada,nonnative,nonnative,1,,1,
223,Rome et al,1996,Archives of Microbiology,Medicago truncatula,France,native,nonnative,1,,,
255,Sullivan et al,1996,Applied and Environmental Microbiology,Lotus corniculatus,New_Zealand,nonnative,nonnative,1,,1,
144,Laguerre et al,1997,Applied and Environmental Microbiology,Astragalus alpinus,Canada,native,native,1,,,
144,Laguerre et al,1997,Applied and Environmental Microbiology,Astragalus cicer,Canada,nonnative,nonnative,1,,1,
144,Laguerre et al,1997,Applied and Environmental Microbiology,Oxytropis deflexa,United_States,native,native,1,,,
144,Laguerre et al,1997,Applied and Environmental Microbiology,Oxytropis maydelliana,Canada,native,native,1,,,
144,Laguerre et al,1997,Applied and Environmental Microbiology,Oxytropis riparia,United_States,nonnative,nonnative,1,,,
77,de Lajudie,1998,International Journal of Systematic Bacteriology,Acacia senegal,Senegal,native,nonnative,1,,,1
77,de Lajudie,1998,International Journal of Systematic Bacteriology,Acacia tortilis,Senegal,native,nonnative,1,,,1
77,de Lajudie,1998,International Journal of Systematic Bacteriology,Prosopis juliflora,Senegal,nonnative,nonnative,1,,,1
199,Prin et al,1998,Biological Nitrogen Fixation for the 21st Century,Acacia mangium,Australia,native,nonnative,1,,,
263,Vineusa et al,1998,Applied and Environmental Microbiology,Cytisus proliferus,Canary_Islands,native,nonnative,1,,,
265,Wang et al,1998,International Journal of Systematic Bacteriology,Sesbania herbacea,Mexico,native,nonnative,1,,,
78,de Lajudie,1999,Systematic and Applied Microbiology,Prosopis juliflora,Senegal,nonnative,nonnative,1,,,
173,Marsudi et al,1999,Soil Biology and Biochemistry,Acacia saligna,Australia,native,nonnative,1,,1,
176,McInroy et al,1999,FEMS Microbiology Letters,Faidherbia albida,Kenya,native,nonnative,1,,,
256,Nick et al,1999,International Journal of Systematic Bacteriology,Acacia senegal,Sudan,native,nonnative,1,,,1
256,Nick et al,1999,International Journal of Systematic Bacteriology,Prosopis chilensis,Sudan,nonnative,nonnative,1,,,1
256,Nick et al,1999,International Journal of Systematic Bacteriology,Prosopis chilensis,Kenya,nonnative,nonnative,1,,,
226,Samba et al,1999,Symbiosis,Crotalaria comosa,Senegal,native,native,1,,,
226,Samba et al,1999,Symbiosis,Crotalaria glaucoides,Senegal,native,native,1,,,
226,Samba et al,1999,Symbiosis,Crotalaria goreensis,Senegal,native,nonnative,1,,,
226,Samba et al,1999,Symbiosis,Crotalaria hyssopifolia,Senegal,native,native,1,,,
226,Samba et al,1999,Symbiosis,Crotalaria lathyroides,Senegal,native,native,1,,,
226,Samba et al,1999,Symbiosis,Crotalaria perrottetii,Senegal,native,native,1,,,
226,Samba et al,1999,Symbiosis,Crotalaria podocarpa,Senegal,native,native,1,,,
226,Samba et al,1999,Symbiosis,Crotalaria retusa,Senegal,native,nonnative,1,,,
241,Sterner and Parker,1999,Systematic and Applied Microbiology,Amphicarpaea bracteata,United_States,native,native,1,,,
257,Tan et al,1999,International Journal of Systematic Bacteriology,Amorpha fruticosa,China,nonnative,nonnative,1,,,
257,Tan et al,1999,International Journal of Systematic Bacteriology,Amphicarpaea bracteata,China,native,native,1,,,
257,Tan et al,1999,International Journal of Systematic Bacteriology,Gueldenstaedtia multiflora,China,native,native,1,,,
257,Tan et al,1999,International Journal of Systematic Bacteriology,Securigera varia,China,nonnative,nonnative,1,,,
266,Wang et al,1999,International Journal of Systematic Bacteriology,Amorpha fruticosa,China,nonnative,nonnative,1,,,
271,Wang et al,1999,International Journal of Systematic Bacteriology,Mimosa affinis,Mexico,native,native,1,,,
268,Wang et al,1999,Microbial Ecology,Leucaena leucocephala,Mexico,nonnative,nonnative,1,,1,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Abrus pulchellus,Senegal,native,nonnative,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Alysicarpus glumaceus,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Alysicarpus ovalifolius,Senegal,native,nonnative,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Alysicarpus rugosus,Senegal,native,nonnative,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Bryaspis lupulina,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Crotalaria glaucoides,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Crotalaria goreensis,Senegal,native,nonnative,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Crotalaria hyssopifolia,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Crotalaria lathyroides,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Crotalaria retusa,Senegal,native,nonnative,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Eriosema glomeratum,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Flemingia faginea,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Indigofera astragalina,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Indigofera hirsuta,Senegal,native,nonnative,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Indigofera microcarpa,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Indigofera senegalensis,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Indigofera stenophylla,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Indigofera tinctoria,Senegal,native,nonnative,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Rhynchosia minima,Senegal,native,nonnative,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Senna insularis,Senegal,native,nonnative,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Sesbania rostrata,Senegal,native,nonnative,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Tephrosia bracteolata,Senegal,native,native,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Tephrosia villosa,Senegal,native,nonnative,1,,,
87,Doignon-Bourcier et al,2000,Applied and Environmental Microbiology,Zornia glochidiata,Senegal,native,native,1,,,
124,Jarabo-Lorenzo et al,2000,Systematic and Applied Microbiology,Adenocarpus foliolosus,Canary_Islands,native,native,1,,,
124,Jarabo-Lorenzo et al,2000,Systematic and Applied Microbiology,Cytisus proliferus,Canary_Islands,native,nonnative,1,,,
192,Parker,2000,Systematic and Applied Microbiology,Tachigali versicolor,Panama,native,native,1,,,
295,Willems et al,2000,Systematic and Applied Microbiology,Aeschynomene afraspera,Senegal,native,native,1,,,
295,Willems et al,2000,Systematic and Applied Microbiology,Aeschynomene americana,Senegal,nonnative,nonnative,1,,,
295,Willems et al,2000,Systematic and Applied Microbiology,Aeschynomene elaphroxylon,Senegal,native,nonnative,1,,,
295,Willems et al,2000,Systematic and Applied Microbiology,Aeschynomene indica,Senegal,native,nonnative,1,,,
295,Willems et al,2000,Systematic and Applied Microbiology,Aeschynomene sensitiva,Senegal,native,native,1,,,
62,Chen et al,2001,International Journal of Systematic and Evolutionary Microbiology,Mimosa diplotricha,Taiwan,nonnative,nonnative,1,,,
62,Chen et al,2001,International Journal of Systematic and Evolutionary Microbiology,Mimosa pudica,Taiwan,nonnative,nonnative,1,,1,
99,Frioni et al,2001,Applied Soil Ecology,Acacia caven,Uruguay,NA,NA,1,,,
99,Frioni et al,2001,Applied Soil Ecology,Enterolobium contortisiliquum,Uruguay,NA,NA,1,,,
99,Frioni et al,2001,Applied Soil Ecology,Erythrina crista-galli,Uruguay,NA,NA,1,,,
99,Frioni et al,2001,Applied Soil Ecology,Inga uraguensis,Uruguay,NA,NA,1,,,
99,Frioni et al,2001,Applied Soil Ecology,Lonchocarpus nitidus,Uruguay,NA,NA,1,,,
99,Frioni et al,2001,Applied Soil Ecology,Peltophorum dubium,Uruguay,NA,NA,1,,,
99,Frioni et al,2001,Applied Soil Ecology,Prosopis nigra,Uruguay,NA,NA,1,,,
99,Frioni et al,2001,Applied Soil Ecology,Sesbania virgata,Uruguay,NA,NA,1,,,
137,Lafay and Burdon,2001,Applied and Environmental Microbiology,Acacia cangaiensis,Australia,native,native,1,,,
137,Lafay and Burdon,2001,Applied and Environmental Microbiology,Acacia dealbata,Australia,native,nonnative,1,,,
137,Lafay and Burdon,2001,Applied and Environmental Microbiology,Acacia glaucocarpa,Australia,native,native,1,,,
137,Lafay and Burdon,2001,Applied and Environmental Microbiology,Acacia implexa,Australia,native,nonnative,1,,,
137,Lafay and Burdon,2001,Applied and Environmental Microbiology,Acacia irrorata,Australia,native,native,1,,,
137,Lafay and Burdon,2001,Applied and Environmental Microbiology,Acacia mearnsii,Australia,native,nonnative,1,,,
137,Lafay and Burdon,2001,Applied and Environmental Microbiology,Acacia melanoxylon,Australia,native,nonnative,1,,,
225,Sajnaga et al,2001,Antonie van Leeuwenhoek,Cytisus scoparius,Poland,native,nonnative,1,,,
246,Tan et al,2001,International Journal of Systematic and Evolutionary Microbiology,Amphicarpaea bracteata,China,native,native,1,,,
246,Tan et al,2001,International Journal of Systematic and Evolutionary Microbiology,Securigera varia,China,nonnative,nonnative,1,,,
249,Terefework et al,2001,Journal of Biotechnology,Galega officinalis,New_Zealand,nonnative,nonnative,1,,1,
249,Terefework et al,2001,Journal of Biotechnology,Galega officinalis,UK,nonnative,nonnative,1,,1,
249,Terefework et al,2001,Journal of Biotechnology,Galega orientalis,Finland,nonnative,nonnative,1,,,
249,Terefework et al,2001,Journal of Biotechnology,Galega orientalis,Russia,nonnative,nonnative,1,,,
3,Acosta-Duran and Martinez-Romero,2002,Archives of Microbiology,Gliricidia sepium,Mexico,native,nonnative,1,,,
123,Jaftha et al,2002,Systematic and Applied Microbiology,Lotononis bainesii,South_Africa,native,nonnative,1,,,
181,Montecchia et al,2002,Systematic and Applied Microbiology,Aeschynomene rudis,Argentina,native,nonnative,1,,,
260,Parker,2002,Applied and Environmental Microbiology,Desmodium grahamii,Mexico,native,native,1,,,
260,Parker,2002,Applied and Environmental Microbiology,Desmodium retinens,Mexico,native,native,1,,,
260,Parker,2002,Applied and Environmental Microbiology,Macroptilium gibbosifolium,Mexico,native,nonnative,1,,,
260,Parker,2002,Applied and Environmental Microbiology,Phaseolus parvulus,Mexico,native,native,1,,,
260,Parker,2002,Applied and Environmental Microbiology,Phaseolus pauciflorus,Mexico,native,native,1,,,
260,Parker,2002,Applied and Environmental Microbiology,Phaseolus pedicellatus,Mexico,native,native,1,,,
201,Qian and Parker,2002,Systematic and Applied Microbiology,Lotus oroboides,Mexico,native,native,1,,,
200,Quatrini et al,2002,Journal of Applied Microbiology,Spartium junceum,Italy,native,nonnative,1,,,
245,Sylla et al,2002,Systematic and Applied Microbiology,Pterocarpus erinaceus,Senegal,native,native,1,,,
245,Sylla et al,2002,Systematic and Applied Microbiology,Pterocarpus lucens,Senegal,native,native,1,,,
273,Wang et al,2002,Archives of Microbiology,Amorpha fruticosa,United_States,nonnative,nonnative,1,,,
279,Wei et al,2002,International Journal of Systematic and Evolutionary Microbiology,Indigofera amblyantha,China,native,native,1,,,
279,Wei et al,2002,International Journal of Systematic and Evolutionary Microbiology,Indigofera carlesi,China,native,native,1,,,
279,Wei et al,2002,International Journal of Systematic and Evolutionary Microbiology,Indigofera potaninii,China,native,native,1,,,
279,Wei et al,2002,International Journal of Systematic and Evolutionary Microbiology,Kummerowia stipulacea,China,native,nonnative,1,,,
298,Yao et al,2002,International Journal of Systematic and Evolutionary Microbiology,Kummerowia striata,United_States,nonnative,nonnative,1,,1,
298,Yao et al,2002,International Journal of Systematic and Evolutionary Microbiology,Lespedeza bicolor,China,native,nonnative,1,,,
298,Yao et al,2002,International Journal of Systematic and Evolutionary Microbiology,Lespedeza davurica,China,native,nonnative,1,,,
298,Yao et al,2002,International Journal of Systematic and Evolutionary Microbiology,Lespedeza inschanica,China,native,native,1,,,
298,Yao et al,2002,International Journal of Systematic and Evolutionary Microbiology,Lespedeza juncea,China,native,nonnative,1,,,
21,Andronov et al,2003,Applied and Environmental Microbiology,Galega officinalis,Russia,native,nonnative,1,,1,
21,Andronov et al,2003,Applied and Environmental Microbiology,Galega orientalis,Russia,nonnative,nonnative,1,,,
125,Jarabo-Lorenzo et al,2003,Systematic and Applied Microbiology,Cytisus proliferus,Canary_Islands,native,nonnative,1,,,
125,Jarabo-Lorenzo et al,2003,Systematic and Applied Microbiology,Lupinus angustifolius,Spain,native,nonnative,1,,1,
125,Jarabo-Lorenzo et al,2003,Systematic and Applied Microbiology,Lupinus angustifolius,United_States,nonnative,nonnative,1,,1,
125,Jarabo-Lorenzo et al,2003,Systematic and Applied Microbiology,Lupinus angustifolius,Canary_Islands,nonnative,nonnative,1,,1,
188,Ogasawara et al,2003,Symbiosis,Abrus precatorius,India,native,nonnative,1,,,
188,Ogasawara et al,2003,Symbiosis,Sesbania rostrata,India,nonnative,nonnative,1,,1,
193,Parker,2003,Plant and Soil,Desmodium axillare,Panama,native,native,1,,,
193,Parker,2003,Plant and Soil,Desmodium axillare,Costa_Rica,native,native,1,,,
252,Toledo et al,2003,Systematic and Applied Microbiology,Acacia cochliacantha,Mexico,native,native,1,,,
252,Toledo et al,2003,Systematic and Applied Microbiology,Acacia farnesiana,Mexico,native,nonnative,1,,,
252,Toledo et al,2003,Systematic and Applied Microbiology,Acacia macilenta,Mexico,native,native,1,,,
280,Wang et al,2003,Archives of Microbiology,Leucaena leucocephala,Mexico,native,nonnative,1,,1,
280,Wang et al,2003,Archives of Microbiology,Sesbania herbacea,Mexico,native,nonnative,1,,,
278,Wei et al,2003,International Journal of Systematic and Evolutionary Microbiology,Astragalus adsurgens,China,native,native,1,,,
278,Wei et al,2003,International Journal of Systematic and Evolutionary Microbiology,Astragalus complanatus,China,native,native,1,,,
278,Wei et al,2003,International Journal of Systematic and Evolutionary Microbiology,Lespedeza cyrtobotrya,China,native,native,1,,,
288,Zahran et al,2003,Folia Microbiology,Acacia nilotica,Egypt,native,nonnative,1,,,
288,Zahran et al,2003,Folia Microbiology,Melilotus indicus,Egypt,native,nonnative,1,,,
288,Zahran et al,2003,Folia Microbiology,Trifolium resupinatum,Egypt,native,nonnative,1,,,
103,Gao et al,2004,Interantional Journal of Systematic and Evolutionary Microbiology,Astragalus adsurgens,China,native,native,1,,,
127,Kalita and Malek,2004,Systematic and Applied Microbiology,Genista tinctoria,England,native,nonnative,1,,,
127,Kalita and Malek,2004,Systematic and Applied Microbiology,Genista tinctoria,Ukraine,native,nonnative,1,,,
127,Kalita and Malek,2004,Systematic and Applied Microbiology,Genista tinctoria,Poland,native,nonnative,1,,,
185,Mutch and Young,2004,Molecular Ecology,Lathyrus aphaca,England,NA,NA,1,,,
185,Mutch and Young,2004,Molecular Ecology,Lathyrus nissolia,England,NA,NA,1,,,
185,Mutch and Young,2004,Molecular Ecology,Lathyrus pratensis,England,NA,NA,1,,1,
185,Mutch and Young,2004,Molecular Ecology,Vicia cracca,England,NA,NA,1,,,
185,Mutch and Young,2004,Molecular Ecology,Vicia sativa,England,NA,NA,1,,,
194,Parker,2004,Systematic and Applied Microbiology,Platymiscium pinnatum,Costa_Rica,native,nonnative,1,,,
196,Parker et al,2004,Journal of Biogeography,Amphicarpaea bracteata,United_States,native,native,1,,,
196,Parker et al,2004,Journal of Biogeography,Amphicarpaea bracteata,Japan,native,native,1,,,
289,Weir et al,2004,Applied and Environmental Microbiology,Carmichaelia australis,New_Zealand,native,NA,1,,,
289,Weir et al,2004,Applied and Environmental Microbiology,Clianthus puniceus,New_Zealand,native,NA,1,,,
289,Weir et al,2004,Applied and Environmental Microbiology,Cytisus scoparius,New_Zealand,nonnative,nonnative,1,,1,
289,Weir et al,2004,Applied and Environmental Microbiology,Sophora microphylla,New_Zealand,native,NA,1,,,
289,Weir et al,2004,Applied and Environmental Microbiology,Ulex europaeus,New_Zealand,nonnative,NA,1,,,
290,Yates et al,2004,Soil Biology and Biochemistry,Lotus cruentus,Australia,NA,NA,1,,,
290,Yates et al,2004,Soil Biology and Biochemistry,Swainsona leeana,Australia,native,native,1,,,
300,Zakhia et al,2004,Systematic and Applied Microbiology,Anthyllis henoniana,Tunisia,native,native,1,,,
300,Zakhia et al,2004,Systematic and Applied Microbiology,Argyrolobium uniflorum,Tunisia,native,native,1,,,
300,Zakhia et al,2004,Systematic and Applied Microbiology,Lotus creticus,Tunisia,native,nonnative,1,,,
300,Zakhia et al,2004,Systematic and Applied Microbiology,Medicago marina,Tunisia,native,native,1,,,
294,Zribi et al,2004,Soil Biology and Biochemistry,Medicago truncatula,Tunisia,native,nonnative,1,,,
299,Zurdo-Pineiro,2004,Systematic and Applied Microbiology,Piptadenia flava,Puerto_Rico,native,native,1,,,
299,Zurdo-Pineiro,2004,Systematic and Applied Microbiology,Sesbania sesban,Puerto_Rico,nonnative,nonnative,1,,,
35,Barrett and Parker,2005,Systematic and Applied Microbiology,Abarema macradenia,Panama,native,native,1,,,
35,Barrett and Parker,2005,Systematic and Applied Microbiology,Mimosa casta,Panama,native,nonnative,1,,,
35,Barrett and Parker,2005,Systematic and Applied Microbiology,Mimosa pigra,Panama,native,nonnative,1,,,
35,Barrett and Parker,2005,Systematic and Applied Microbiology,Mimosa pudica,Panama,native,nonnative,1,,,
49,Chen et al,2005,Applied and Environmental Microbiology,Mimosa pudica,Brazil-Venezuela,native,nonnative,1,,1,
63,Chen et al,2005,New Phytologists,Mimosa pigra,Taiwan,nonnative,nonnative,1,,,
121,Hung et al,2005,Pedobiologia,Alysicarpus vaginalis,Taiwan,native,nonnative,1,,,
121,Hung et al,2005,Pedobiologia,Christia obcordata,Taiwan,native,nonnative,1,,,
121,Hung et al,2005,Pedobiologia,Indigofera hirsuta,Taiwan,native,nonnative,1,,,
121,Hung et al,2005,Pedobiologia,Ohwia caudata,Taiwan,native,native,1,,,
158,Liu et al,2005,Systematic and Applied Microbiology,Amorpha fruticosa,China,nonnative,nonnative,1,,,1
158,Liu et al,2005,Systematic and Applied Microbiology,Cercis racemosa,China,native,native,1,,,1
158,Liu et al,2005,Systematic and Applied Microbiology,Wisteria sinensis,China,native,nonnative,1,,,1
207,Rasolomampiania et al,2005,Molecular Ecology,Dalbergia baronii,Madagascar,native,nonnative,1,,,
207,Rasolomampiania et al,2005,Molecular Ecology,Dalbergia chapelieri,Madagascar,native,native,1,,,
207,Rasolomampiania et al,2005,Molecular Ecology,Dalbergia louvelii,Madagascar,native,native,1,,,
207,Rasolomampiania et al,2005,Molecular Ecology,Dalbergia madagascariensis,Madagascar,native,native,1,,,
207,Rasolomampiania et al,2005,Molecular Ecology,Dalbergia monticola,Madagascar,native,native,1,,,
207,Rasolomampiania et al,2005,Molecular Ecology,Dalbergia purpurascens,Madagascar,native,native,1,,,
221,Romdhane et al,2005,Annals of Microbiology,Acacia tortilis,Tunisia,native,nonnative,1,,,
228,Sarr et al,2005,Microbial Ecology,Acacia senegal,Mauritania,native,nonnative,1,,,
228,Sarr et al,2005,Microbial Ecology,Acacia senegal,Senegal,native,nonnative,1,,,
274,Wdowiak-Wrobel and Malek,2005,Journal of General and Applied Microbiology,Astragalus cicer,Canada,nonnative,nonnative,1,,1,
274,Wdowiak-Wrobel and Malek,2005,Journal of General and Applied Microbiology,Astragalus cicer,Poland,native,nonnative,1,,1,
36,Barrett and Parker,2006,Applied and Environmental Microbiology,Mimosa pigra,Costa_Rica,native,nonnative,1,,,
36,Barrett and Parker,2006,Applied and Environmental Microbiology,Mimosa pudica,Costa_Rica,native,nonnative,1,,,
41,Beyhaut et al,2006,Canadian Journal of Microbiology,Desmanthus illinoensis,United_States,native,native,1,,,
50,Chen et al,2006,International Journal of Systematic and Evolutionary Microbiology,Mimosa pudica,Brazil-Venezuela,native,nonnative,,1,1,
50,Chen et al,2006,International Journal of Systematic and Evolutionary Microbiology,Mimosa pudica,Taiwan,nonnative,nonnative,,1,1,
138,Lafay and Burdon,2006,Journal of Applied Microbiology,Cytisus scoparius,Australia,nonnative,nonnative,,,,1
183,Moreira et al,2006,Systematic and Applied Microbiology,Sesbania virgata,Brazil,native,nonnative,1,,,
195,Parker and Kennedy,2006,Canadian Journal of Microbiology,Amphicarpaea bracteata,United_States,native,native,1,,,
195,Parker and Kennedy,2006,Canadian Journal of Microbiology,Baptisia tinctoria,United_States,native,native,1,,,
195,Parker and Kennedy,2006,Canadian Journal of Microbiology,Chamaecrista fasciculata,United_States,native,nonnative,1,,,
195,Parker and Kennedy,2006,Canadian Journal of Microbiology,Desmodium canadense,United_States,native,native,1,,,
195,Parker and Kennedy,2006,Canadian Journal of Microbiology,Desmodium glutinosum,United_States,native,native,1,,,
195,Parker and Kennedy,2006,Canadian Journal of Microbiology,Desmodium paniculatum,United_States,native,native,1,,,
195,Parker and Kennedy,2006,Canadian Journal of Microbiology,Desmodium rotundifolium,United_States,native,native,1,,,
195,Parker and Kennedy,2006,Canadian Journal of Microbiology,Lespedeza capitata,United_States,native,native,1,,,
195,Parker and Kennedy,2006,Canadian Journal of Microbiology,Lespedeza hirta,United_States,native,native,1,,,
195,Parker and Kennedy,2006,Canadian Journal of Microbiology,Lupinus perennis,United_States,native,nonnative,1,,,
197,Parker et al,2006,Diversity and Distributions,Cytisus scoparius,United_States,nonnative,nonnative,1,,1,
222,Romdhane et al,2006,Journal of Applied Microbiology,Acacia tortilis,Tunisia,native,nonnative,1,,,
264,Villegas et al,2006,Systematic and Applied Microbiology,Medicago laciniata,Tunisia,native,nonnative,1,,1,
264,Villegas et al,2006,Systematic and Applied Microbiology,Medicago laciniata,France,nonnative,nonnative,1,,1,
272,Wang et al,2006,Archives of Microbiology,Conzattia multiflora,Mexico,native,native,1,,,
270,Wang et al,2006,Systematic and Applied Microbiology,Albizia julibrissin,China,native,nonnative,1,,,
270,Wang et al,2006,Systematic and Applied Microbiology,Albizia kalkora,China,native,native,1,,,
270,Wang et al,2006,Systematic and Applied Microbiology,Leucaena leucocephala,China,nonnative,nonnative,1,,1,
301,Zakhia et al,2006,Microbial Ecology,Argyrolobium uniflorum,Tunisia,native,native,1,,,
301,Zakhia et al,2006,Microbial Ecology,Astragalus algerianus,Tunisia,native,native,1,,,
301,Zakhia et al,2006,Microbial Ecology,Lotus argenteus,Tunisia,NA,NA,1,,,
301,Zakhia et al,2006,Microbial Ecology,Ononis natrix,Tunisia,native,nonnative,1,,,
301,Zakhia et al,2006,Microbial Ecology,Retama raetam,Tunisia,native,nonnative,1,,,
16,Andam and Parker,2007,Applied and Environmental Microbiology,Lupinus texensis,United_States,native,nonnative,1,,,
18,Andam et al,2007,Applied and Environmental Microbiology,Mimosa asperata,United_States,native,native,1,,,
29,Badri et al,2007,Canadian Journal of Microbiology,Medicago laciniata,Tunisia,native,nonnative,1,,,
29,Badri et al,2007,Canadian Journal of Microbiology,Medicago truncatula,Tunisia,native,nonnative,1,,,
31,Baimiev et al,2007,Microbiology,Astragalus cicer,Russia,native,nonnative,1,,1,
30,Baimiev et al,2007,Russian Journal of Genetics,Onobrychis arenaria,Hungary,native,native,1,,,
88,Donate-Correa et al,2007,Systematic and Applied Microbiology,Anagyris latifolia,Canary_Islands,native,native,1,,,
108,Gu et al,2007,The Society for Applied Microbiology ,Desmodium elegans,China,native,native,1,,,
108,Gu et al,2007,The Society for Applied Microbiology ,Desmodium heterocarpon,China,native,nonnative,1,,,
108,Gu et al,2007,The Society for Applied Microbiology ,Desmodium microphyllum,China,native,native,1,,,
108,Gu et al,2007,The Society for Applied Microbiology ,Desmodium sequax,China,native,native,1,,,
108,Gu et al,2007,The Society for Applied Microbiology ,Hylodesmum podocarpum,China,native,native,1,,,
122,Iglesias et al,2007,Federation of European Microbiological Societies,Prosopis alba,Spain,nonnative,nonnative,1,,,
128,Kan et al,2007,Archives of Microbiology,Medicago lupulina,China,native,nonnative,1,,,
128,Kan et al,2007,Archives of Microbiology,Oxytropis glabra,China,native,nonnative,1,,,
128,Kan et al,2007,Archives of Microbiology,Oxytropis ochrocephala,China,native,native,1,,,
128,Kan et al,2007,Archives of Microbiology,Vicia sativa,China,native,nonnative,1,,,
128,Kan et al,2007,Archives of Microbiology,Vicia sepium,China,native,nonnative,1,,,
128,Kan et al,2007,Archives of Microbiology,Vicia villosa,China,native,nonnative,1,,,
139,Lafay and Burdon,2007,PLoS ONE,Chamaecrista mimosoides,Australia,native,nonnative,1,,,
139,Lafay and Burdon,2007,PLoS ONE,Indigofera colutea,Australia,native,nonnative,1,,,
139,Lafay and Burdon,2007,PLoS ONE,Indigofera hirsuta,Australia,native,nonnative,1,,,
139,Lafay and Burdon,2007,PLoS ONE,Indigofera linifolia,Australia,native,native,1,,,
139,Lafay and Burdon,2007,PLoS ONE,Neptunia gracilis,Australia,native,native,1,,,
157,Lin et al,2007,Archives of Microbiology,Kummerowia stipulacea,China,native,nonnative,1,,,
157,Lin et al,2007,Archives of Microbiology,Kummerowia striata,China,native,nonnative,1,,1,
159,Liu et al,2007,Archives of Microbiology,Crotalaria pallida,China,native,nonnative,1,,,
159,Liu et al,2007,Archives of Microbiology,Mimosa pudica,China,nonnative,nonnative,1,,,
159,Liu et al,2007,Archives of Microbiology,Trifolium repens,China,nonnative,nonnative,1,,,
163,Lloret et al,2007,Systematic and Applied Microbiology,Acacia angustissima,Mexico,native,nonnative,1,,,
174,Martir et al,2007,Canadian Journal of Microbiology,Dalea purpurea,United_States,native,native,1,,,
259,Parker et al,2007,Biological Invasions,Mimosa pigra,Australia,nonnative,nonnative,1,,,
218,Rodriquez-Echeverria et al,2007,Applied and Environmental Microbiology,Acacia longifolia,Portugal,nonnative,nonnative,1,,1,
238,Stepkowski et al,2007,Applied and Environmental Microbiology,Lupinus campestris,Mexico,native,native,1,,,
262,van Berkum et al,2007,Applied and Environmental Microbiology,Medicago laciniata,Tunisia,native,nonnative,1,,,
262,van Berkum et al,2007,Applied and Environmental Microbiology,Medicago truncatula,Tunisia,native,nonnative,1,,,
269,Wang et al,2007,International Journal of Systematic and Evolutionary Microbiology,Albizia kalkora,China,native,native,1,,,
297,Yan et al,2007,FEMS microbiology Letters,Caragana arborescens,China,native,nonnative,1,,,
297,Yan et al,2007,FEMS microbiology Letters,Caragana korshinskii,China,native,native,1,,,
297,Yan et al,2007,FEMS microbiology Letters,Caragana microphylla,China,native,nonnative,1,,,
297,Yan et al,2007,FEMS microbiology Letters,Caragana sinica,China,native,nonnative,1,,,
293,Zribi et al,2007,Australian Journal of Soil Research,Medicago intertexta,Tunisia,native,nonnative,1,,,
17,Andam and Parker,2008,Journal of Biogeography,Pterocarpus indicus,Philippines,native,nonnative,1,,,
17,Andam and Parker,2008,Journal of Biogeography,Wallaceodendron celebicum,Philippines,native,native,1,,,
39,Benata et al,2008,Systematic and Applied Microbiology,Prosopis juliflora,Morocco,nonnative,nonnative,1,,,
43,Blanco et al,2008,Biology and Fertility of Soils,Sesbania punicea,Uruguay,native,nonnative,1,,,
43,Blanco et al,2008,Biology and Fertility of Soils,Sesbania virgata,Uruguay,native,nonnative,1,,,
83,del Villar et al,2008,FEMS Microbiology Letters,Medicago lupulina,Spain,native,nonnative,1,,,
83,del Villar et al,2008,FEMS Microbiology Letters,Medicago monspeliaca,Spain,native,nonnative,1,,,
83,del Villar et al,2008,FEMS Microbiology Letters,Medicago sphaerocarpa,Spain,native,nonnative,1,,,
